Time,Charlotte,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
2:27.0,T. Rozier enters the game for D. Smith,19-26, ,,1,26,19,7,573.0
2:27.0, ,19-26,C. Martin enters the game for K. Lowry,,1,26,19,7,573.0
2:27.0, ,19-27,J. Butler makes free throw 1 of 1,,1,27,19,8,573.0
2:26.0,Turnover by P. Washington (bad pass),19-27, ,,1,27,19,8,574.0
2:14.0, ,19-27,C. Martin misses 3-pt jump shot from 23 ft,,1,27,19,8,586.0
2:08.0,Defensive rebound by T. Rozier,19-27, ,,1,27,19,8,592.0
1:59.0,T. Rozier misses 2-pt jump shot from 10 ft,19-27, ,,1,27,19,8,601.0
1:58.0, ,19-27,Defensive rebound by Team,,1,27,19,8,602.0
1:41.0, ,19-29,D. Dedmon makes 2-pt layup from 1 ft (assist by J. Butler),,1,29,19,10,619.0
1:29.0,N. Richards makes 2-pt hook shot from 7 ft (assist by J. McDaniels),21-29, ,,1,29,21,8,631.0
1:16.0, ,21-29,Shooting foul by T. Rozier (drawn by C. Martin),,1,29,21,8,644.0
1:16.0, ,21-30,C. Martin makes free throw 1 of 2,,1,30,21,9,644.0
1:16.0, ,21-30,M. Strus enters the game for J. Butler,,1,30,21,9,644.0
1:16.0, ,21-30,C. Martin misses free throw 2 of 2,,1,30,21,9,644.0
1:13.0,Defensive rebound by P. Washington,21-30, ,,1,30,21,9,647.0
0:55.0,J. Bouknight misses 3-pt jump shot from 26 ft,21-30, ,,1,30,21,9,665.0
0:54.0,Offensive rebound by N. Richards,21-30, ,,1,30,21,9,666.0
0:53.0,N. Richards makes 2-pt layup at rim,23-30, ,,1,30,23,7,667.0
0:53.0,Shooting foul by D. Dedmon (drawn by N. Richards),23-30, ,,1,30,23,7,667.0
0:53.0,N. Richards misses free throw 1 of 1,23-30, ,,1,30,23,7,667.0
0:51.0, ,23-30,Defensive rebound by D. Dedmon,,1,30,23,7,669.0
0:42.0, ,23-30,Shooting foul by J. McDaniels (drawn by D. Robinson),,1,30,23,7,678.0
0:42.0, ,23-30,D. Robinson misses free throw 1 of 3,,1,30,23,7,678.0
0:42.0, ,23-30,Offensive rebound by Team,,1,30,23,7,678.0
0:42.0, ,23-31,D. Robinson makes free throw 2 of 3,,1,31,23,8,678.0
0:42.0, ,23-32,D. Robinson makes free throw 3 of 3,,1,32,23,9,678.0
0:27.0,J. McDaniels makes 2-pt jump shot from 13 ft,25-32, ,,1,32,25,7,693.0
0:27.0,Shooting foul by M. Strus (drawn by J. McDaniels),25-32, ,,1,32,25,7,693.0
0:27.0,J. McDaniels makes free throw 1 of 1,26-32, ,,1,32,26,6,693.0
0:12.0, ,26-32,G. Vincent misses 2-pt layup from 2 ft (block by N. Richards),,1,32,26,6,708.0
0:10.0,Defensive rebound by Team,26-32, ,,1,32,26,6,710.0
0:10.0, ,26-32,Loose ball foul by D. Dedmon (drawn by J. Bouknight),,1,32,26,6,710.0
0:10.0,J. Bouknight misses free throw 1 of 2,26-32, ,,1,32,26,6,710.0
0:10.0,Offensive rebound by Team,26-32, ,,1,32,26,6,710.0
0:10.0,J. Bouknight makes free throw 2 of 2,27-32, ,,1,32,27,5,710.0
0:03.0, ,27-32,D. Robinson misses 3-pt jump shot from 26 ft,,1,32,27,5,717.0
0:02.0,Defensive rebound by J. Bouknight,27-32, ,,1,32,27,5,718.0
0:00.0,End of 1st quarter,27-32,,,1,32,27,5,720.0
12:00.0,Start of 2nd quarter,27-32,,,2,32,27,5,720.0
11:39.0,Personal foul by D. Robinson (drawn by J. Bouknight),27-32, ,,2,32,27,5,741.0
11:22.0,T. Rozier makes 3-pt jump shot from 26 ft (assist by J. McDaniels),30-32, ,,2,32,30,2,758.0
10:58.0, ,30-34,D. Robinson makes 2-pt jump shot from 10 ft,,2,34,30,4,782.0
10:41.0,P. Washington misses 2-pt jump shot from 10 ft,30-34, ,,2,34,30,4,799.0
10:38.0, ,30-34,Defensive rebound by G. Vincent,,2,34,30,4,802.0
10:29.0, ,30-34,B. Adebayo misses 3-pt jump shot from 26 ft,,2,34,30,4,811.0
10:26.0,Defensive rebound by T. Rozier,30-34, ,,2,34,30,4,814.0
10:22.0,T. Rozier misses 3-pt jump shot from 26 ft,30-34, ,,2,34,30,4,818.0
10:19.0, ,30-34,Defensive rebound by C. Martin,,2,34,30,4,821.0
10:09.0, ,30-34,Turnover by C. Martin (bad pass; steal by N. Richards),,2,34,30,4,831.0
10:06.0,Offensive foul by J. Bouknight (drawn by D. Robinson),30-34, ,,2,34,30,4,834.0
10:06.0,Turnover by J. Bouknight (offensive foul),30-34, ,,2,34,30,4,834.0
9:50.0, ,30-34,M. Strus misses 3-pt jump shot from 25 ft,,2,34,30,4,850.0
9:49.0,Defensive rebound by N. Richards,30-34, ,,2,34,30,4,851.0
9:45.0,J. McDaniels misses 2-pt layup from 7 ft,30-34, ,,2,34,30,4,855.0
9:43.0,Offensive rebound by N. Richards,30-34, ,,2,34,30,4,857.0
9:42.0,N. Richards makes 2-pt layup at rim,32-34, ,,2,34,32,2,858.0
9:25.0, ,32-34,G. Vincent misses 3-pt jump shot from 26 ft,,2,34,32,2,875.0
9:23.0,Defensive rebound by N. Richards,32-34, ,,2,34,32,2,877.0
9:16.0,Turnover by J. McDaniels (discontinued dribble),32-34, ,,2,34,32,2,884.0
9:16.0,J. Thor enters the game for P. Washington,32-34, ,,2,34,32,2,884.0
9:05.0, ,32-36,D. Robinson makes 2-pt layup from 2 ft (assist by B. Adebayo),,2,36,32,4,895.0
8:42.0,J. Bouknight misses 3-pt jump shot from 24 ft,32-36, ,,2,36,32,4,918.0
8:39.0, ,32-36,Defensive rebound by M. Strus,,2,36,32,4,921.0
8:32.0, ,32-38,C. Martin makes 2-pt dunk from 1 ft (assist by M. Strus),,2,38,32,6,928.0
8:32.0,Violation by Team (def goaltending),32-38, ,,2,38,32,6,928.0
8:32.0,Charlotte full timeout,32-38, ,,2,38,32,6,928.0
8:17.0,Personal foul by G. Vincent (drawn by T. Rozier),32-38, ,,2,38,32,6,943.0
8:02.0,T. Rozier misses 2-pt jump shot from 5 ft,32-38, ,,2,38,32,6,958.0
8:00.0, ,32-38,Defensive rebound by B. Adebayo,,2,38,32,6,960.0
7:56.0, ,32-41,G. Vincent makes 3-pt jump shot from 26 ft (assist by B. Adebayo),,2,41,32,9,964.0
7:28.0,J. Thor misses 2-pt jump shot from 12 ft,32-41, ,,2,41,32,9,992.0
7:25.0, ,32-41,Defensive rebound by B. Adebayo,,2,41,32,9,995.0
7:21.0, ,32-43,D. Robinson makes 2-pt jump shot from 5 ft (assist by B. Adebayo),,2,43,32,11,999.0
7:00.0,Turnover by J. Thor (bad pass; steal by C. Martin),32-43, ,,2,43,32,11,1020.0
6:41.0, ,32-45,B. Adebayo makes 2-pt jump shot from 12 ft,,2,45,32,13,1039.0
6:38.0,Charlotte full timeout,32-45, ,,2,45,32,13,1042.0
6:38.0,T. Maledon enters the game for J. Bouknight,32-45, ,,2,45,32,13,1042.0
6:38.0,K. Oubre enters the game for J. McDaniels,32-45, ,,2,45,32,13,1042.0
6:38.0,M. Plumlee enters the game for N. Richards,32-45, ,,2,45,32,13,1042.0
6:38.0,D. Smith enters the game for T. Rozier,32-45, ,,2,45,32,13,1042.0
6:38.0,P. Washington enters the game for J. Thor,32-45, ,,2,45,32,13,1042.0
6:38.0, ,32-45,J. Butler enters the game for C. Martin,,2,45,32,13,1042.0
6:38.0, ,32-45,K. Lowry enters the game for G. Vincent,,2,45,32,13,1042.0
6:28.0,P. Washington misses 2-pt jump shot from 2 ft,32-45, ,,2,45,32,13,1052.0
6:25.0, ,32-45,Defensive rebound by J. Butler,,2,45,32,13,1055.0
6:10.0, ,32-45,Personal foul by K. Oubre (drawn by B. Adebayo),,2,45,32,13,1070.0
5:55.0, ,32-45,K. Lowry misses 3-pt jump shot from 23 ft,,2,45,32,13,1085.0
5:50.0,Defensive rebound by M. Plumlee,32-45, ,,2,45,32,13,1090.0
5:43.0,K. Oubre misses 3-pt jump shot from 26 ft,32-45, ,,2,45,32,13,1097.0
5:40.0, ,32-45,Defensive rebound by B. Adebayo,,2,45,32,13,1100.0
5:27.0, ,32-45,D. Robinson misses 3-pt jump shot from 24 ft,,2,45,32,13,1113.0
5:23.0,Defensive rebound by M. Plumlee,32-45, ,,2,45,32,13,1117.0
5:14.0,Turnover by P. Washington (bad pass; steal by M. Strus),32-45, ,,2,45,32,13,1126.0
5:10.0, ,32-47,M. Strus makes 2-pt dunk from 2 ft,,2,47,32,15,1130.0
4:53.0,K. Oubre makes 3-pt jump shot from 23 ft (assist by D. Smith),35-47, ,,2,47,35,12,1147.0
4:41.0, ,35-47,Personal foul by M. Plumlee (drawn by B. Adebayo),,2,47,35,12,1159.0
4:41.0, ,35-47,D. Dedmon enters the game for B. Adebayo,,2,47,35,12,1159.0
4:27.0, ,35-47,Turnover by Team (shot clock),,2,47,35,12,1173.0
4:14.0,K. Oubre makes 3-pt jump shot from 26 ft (assist by T. Maledon),38-47, ,,2,47,38,9,1186.0
3:56.0, ,38-47,M. Strus misses 3-pt jump shot from 26 ft,,2,47,38,9,1204.0
3:55.0,Defensive rebound by M. Plumlee,38-47, ,,2,47,38,9,1205.0
3:53.0,Turnover by M. Plumlee (lost ball; steal by D. Dedmon),38-47, ,,2,47,38,9,1207.0
3:52.0, ,38-47,Shooting foul by P. Washington (drawn by D. Dedmon),,2,47,38,9,1208.0
3:52.0, ,38-47,D. Dedmon misses free throw 1 of 2,,2,47,38,9,1208.0
3:52.0, ,38-47,Offensive rebound by Team,,2,47,38,9,1208.0
3:52.0, ,38-47,C. Martin enters the game for D. Robinson,,2,47,38,9,1208.0
3:52.0, ,38-47,G. Vincent enters the game for M. Strus,,2,47,38,9,1208.0
3:52.0, ,38-48,D. Dedmon makes free throw 2 of 2,,2,48,38,10,1208.0
3:35.0,Shooting foul by C. Martin (drawn by M. Plumlee),38-48, ,,2,48,38,10,1225.0
3:35.0,M. Plumlee makes free throw 1 of 2,39-48, ,,2,48,39,9,1225.0
3:35.0,T. Rozier enters the game for T. Maledon,39-48, ,,2,48,39,9,1225.0
3:35.0,M. Plumlee makes free throw 2 of 2,40-48, ,,2,48,40,8,1225.0
3:19.0, ,40-50,J. Butler makes 2-pt layup from 2 ft,,2,50,40,10,1241.0
2:59.0,D. Smith makes 2-pt layup from 2 ft (assist by K. Oubre),42-50, ,,2,50,42,8,1261.0
2:50.0, ,42-50,Shooting foul by D. Smith (drawn by K. Lowry),,2,50,42,8,1270.0
2:50.0, ,42-51,K. Lowry makes free throw 1 of 2,,2,51,42,9,1270.0
2:50.0, ,42-52,K. Lowry makes free throw 2 of 2,,2,52,42,10,1270.0
2:47.0,Turnover by P. Washington (bad pass; steal by G. Vincent),42-52, ,,2,52,42,10,1273.0
2:33.0, ,42-52,C. Martin misses 2-pt jump shot from 9 ft,,2,52,42,10,1287.0
2:33.0,Defensive rebound by Team,42-52, ,,2,52,42,10,1287.0
2:22.0,T. Rozier misses 2-pt jump shot from 20 ft,42-52, ,,2,52,42,10,1298.0
2:20.0, ,42-52,Defensive rebound by J. Butler,,2,52,42,10,1300.0
2:12.0, ,42-52,G. Vincent misses 3-pt jump shot from 27 ft,,2,52,42,10,1308.0
2:07.0,Defensive rebound by K. Oubre,42-52, ,,2,52,42,10,1313.0
2:00.0,K. Oubre makes 3-pt jump shot from 25 ft,45-52, ,,2,52,45,7,1320.0
1:34.0, ,45-52,C. Martin misses 2-pt jump shot from 9 ft,,2,52,45,7,1346.0
1:33.0,Defensive rebound by P. Washington,45-52, ,,2,52,45,7,1347.0
1:29.0,Shooting foul by D. Dedmon (drawn by M. Plumlee),45-52, ,,2,52,45,7,1351.0
1:29.0,M. Plumlee makes free throw 1 of 2,46-52, ,,2,52,46,6,1351.0
1:29.0,T. Maledon enters the game for D. Smith,46-52, ,,2,52,46,6,1351.0
1:29.0, ,46-52,B. Adebayo enters the game for D. Dedmon,,2,52,46,6,1351.0
1:29.0, ,46-52,M. Strus enters the game for C. Martin,,2,52,46,6,1351.0
1:29.0,M. Plumlee misses free throw 2 of 2,46-52, ,,2,52,46,6,1351.0
1:26.0, ,46-52,Defensive rebound by G. Vincent,,2,52,46,6,1354.0
1:15.0, ,46-54,J. Butler makes 2-pt layup from 2 ft,,2,54,46,8,1365.0
1:08.0,Personal foul by G. Vincent (drawn by T. Rozier),46-54, ,,2,54,46,8,1372.0
1:08.0,T. Rozier makes free throw 1 of 2,47-54, ,,2,54,47,7,1372.0
1:08.0,T. Rozier makes free throw 2 of 2,48-54, ,,2,54,48,6,1372.0
0:44.0, ,48-54,B. Adebayo misses 2-pt jump shot from 10 ft,,2,54,48,6,1396.0
0:41.0,Defensive rebound by T. Maledon,48-54, ,,2,54,48,6,1399.0
0:34.0,T. Rozier makes 2-pt jump shot from 13 ft,50-54, ,,2,54,50,4,1406.0
0:32.0, ,50-56,J. Butler makes 2-pt dunk from 1 ft,,2,56,50,6,1408.0
0:14.0,K. Oubre misses 2-pt layup from 2 ft (block by K. Lowry),50-56, ,,2,56,50,6,1426.0
0:14.0,Offensive rebound by Team,50-56, ,,2,56,50,6,1426.0
0:11.0,K. Oubre misses 2-pt jump shot from 10 ft,50-56, ,,2,56,50,6,1429.0
0:08.0, ,50-56,Defensive rebound by B. Adebayo,,2,56,50,6,1432.0
0:00.0, ,50-58,G. Vincent makes 2-pt jump shot from 16 ft (assist by J. Butler),,2,58,50,8,1440.0
0:00.0,End of 2nd quarter,50-58,,,2,58,50,8,1440.0
12:00.0,Start of 3rd quarter,50-58,,,3,58,50,8,1440.0
11:52.0,Personal foul by M. Strus (drawn by P. Washington),50-58, ,,3,58,50,8,1448.0
11:35.0,T. Rozier misses 2-pt jump shot from 18 ft,50-58, ,,3,58,50,8,1465.0
11:33.0, ,50-58,Defensive rebound by J. Butler,,3,58,50,8,1467.0
11:28.0, ,50-60,M. Strus makes 2-pt layup from 4 ft (assist by K. Lowry),,3,60,50,10,1472.0
11:16.0,K. Oubre misses 3-pt jump shot from 24 ft,50-60, ,,3,60,50,10,1484.0
11:16.0, ,50-60,Defensive rebound by K. Lowry,,3,60,50,10,1484.0
11:08.0, ,50-63,K. Lowry makes 3-pt jump shot from 29 ft (assist by J. Butler),,3,63,50,13,1492.0
10:56.0,Turnover by M. Plumlee (lost ball; steal by J. Butler),50-63, ,,3,63,50,13,1504.0
10:53.0,Clear path foul by D. Smith,50-63, ,,3,63,50,13,1507.0
10:53.0,Instant Replay (Request: Ruling Stands),50-63, ,,3,63,50,13,1507.0
10:53.0, ,50-64,J. Butler makes clear path free throw 1 of 2,,3,64,50,14,1507.0
10:53.0, ,50-65,J. Butler makes clear path free throw 2 of 2,,3,65,50,15,1507.0
10:34.0, ,50-65,Turnover by B. Adebayo (traveling),,3,65,50,15,1526.0
10:13.0,T. Rozier makes 3-pt jump shot from 23 ft (assist by D. Smith),53-65, ,,3,65,53,12,1547.0
9:57.0,Charlotte full timeout,53-65, ,,3,65,53,12,1563.0
9:57.0, ,53-65,J. Butler misses 2-pt layup from 4 ft,,3,65,53,12,1563.0
9:57.0, ,53-65,Offensive rebound by Team,,3,65,53,12,1563.0
9:57.0, ,53-65,Instant Replay (Challenge: Ruling Stands),,3,65,53,12,1563.0
9:54.0,Jump ball: B. Adebayo vs. M. Plumlee (M. Strus gains possession),53-65,,,3,65,53,12,1566.0
9:45.0,Violation by Team (kicked ball),53-65, ,,3,65,53,12,1575.0
9:32.0, ,53-67,J. Butler makes 2-pt jump shot from 7 ft (assist by K. Lowry),,3,67,53,14,1588.0
9:15.0,T. Rozier misses 2-pt jump shot from 19 ft,53-67, ,,3,67,53,14,1605.0
9:12.0, ,53-67,Defensive rebound by B. Adebayo,,3,67,53,14,1608.0
9:05.0, ,53-67,M. Strus misses 3-pt jump shot from 23 ft,,3,67,53,14,1615.0
9:03.0, ,53-67,Offensive rebound by J. Butler,,3,67,53,14,1617.0
8:59.0, ,53-67,B. Adebayo misses 2-pt hook shot from 7 ft,,3,67,53,14,1621.0
8:55.0,Defensive rebound by M. Plumlee,53-67, ,,3,67,53,14,1625.0
8:50.0,K. Oubre misses 3-pt jump shot from 23 ft,53-67, ,,3,67,53,14,1630.0
8:47.0,Offensive rebound by T. Rozier,53-67, ,,3,67,53,14,1633.0
8:47.0,T. Rozier makes 2-pt jump shot from 4 ft,55-67, ,,3,67,55,12,1633.0
8:35.0, ,55-69,B. Adebayo makes 2-pt jump shot from 6 ft,,3,69,55,14,1645.0
8:22.0,P. Washington makes 3-pt jump shot from 26 ft (assist by D. Smith),58-69, ,,3,69,58,11,1658.0
8:02.0, ,58-69,C. Martin misses 2-pt layup from 3 ft,,3,69,58,11,1678.0
8:00.0,Defensive rebound by M. Plumlee,58-69, ,,3,69,58,11,1680.0
7:57.0,T. Rozier misses 3-pt jump shot from 25 ft,58-69, ,,3,69,58,11,1683.0
7:52.0, ,58-69,Defensive rebound by B. Adebayo,,3,69,58,11,1688.0
7:39.0, ,58-69,Turnover by B. Adebayo (lost ball; steal by K. Oubre),,3,69,58,11,1701.0
7:35.0,K. Oubre makes 2-pt dunk from 2 ft,60-69, ,,3,69,60,9,1705.0
7:24.0, ,60-69,Personal foul by M. Plumlee (drawn by B. Adebayo),,3,69,60,9,1716.0
7:22.0, ,60-69,Offensive foul by B. Adebayo (drawn by T. Rozier),,3,69,60,9,1718.0
7:22.0, ,60-69,Turnover by B. Adebayo (offensive foul),,3,69,60,9,1718.0
7:08.0,Offensive foul by M. Plumlee (drawn by K. Lowry),60-69, ,,3,69,60,9,1732.0
7:08.0,Turnover by M. Plumlee (offensive foul),60-69, ,,3,69,60,9,1732.0
6:52.0, ,60-69,M. Strus misses 3-pt jump shot from 24 ft,,3,69,60,9,1748.0
6:47.0, ,60-69,Offensive rebound by B. Adebayo,,3,69,60,9,1753.0
6:46.0, ,60-71,B. Adebayo makes 2-pt hook shot from 4 ft,,3,71,60,11,1754.0
6:32.0,D. Smith makes 2-pt jump shot from 11 ft,62-71, ,,3,71,62,9,1768.0
6:22.0, ,62-71,Personal foul by D. Smith (drawn by B. Adebayo),,3,71,62,9,1778.0
6:17.0, ,62-71,Turnover by K. Lowry (bad pass; steal by K. Oubre),,3,71,62,9,1783.0
6:10.0,T. Rozier misses 2-pt layup from 1 ft,62-71, ,,3,71,62,9,1790.0
6:08.0, ,62-71,Defensive rebound by K. Lowry,,3,71,62,9,1792.0
6:00.0, ,62-71,B. Adebayo misses 2-pt dunk from 1 ft,,3,71,62,9,1800.0
5:57.0,Defensive rebound by K. Oubre,62-71, ,,3,71,62,9,1803.0
5:52.0,T. Rozier misses 3-pt jump shot from 26 ft,62-71, ,,3,71,62,9,1808.0
5:52.0, ,62-71,Defensive rebound by Team,,3,71,62,9,1808.0
5:52.0,J. Bouknight enters the game for D. Smith,62-71, ,,3,71,62,9,1808.0
5:52.0,J. McDaniels enters the game for P. Washington,62-71, ,,3,71,62,9,1808.0
5:52.0, ,62-71,D. Robinson enters the game for M. Strus,,3,71,62,9,1808.0
5:39.0, ,62-71,Shooting foul by J. Bouknight (drawn by J. Butler),,3,71,62,9,1821.0
5:39.0, ,62-72,J. Butler makes free throw 1 of 2,,3,72,62,10,1821.0
5:39.0, ,62-72,D. Dedmon enters the game for B. Adebayo,,3,72,62,10,1821.0
5:39.0, ,62-72,G. Vincent enters the game for C. Martin,,3,72,62,10,1821.0
5:39.0, ,62-72,J. Butler misses free throw 2 of 2,,3,72,62,10,1821.0
5:37.0,Defensive rebound by M. Plumlee,62-72, ,,3,72,62,10,1823.0
5:33.0,Personal foul by G. Vincent (drawn by K. Oubre),62-72, ,,3,72,62,10,1827.0
5:22.0,M. Plumlee makes 2-pt dunk from 1 ft (assist by J. McDaniels),64-72, ,,3,72,64,8,1838.0
5:03.0, ,64-72,G. Vincent misses 3-pt jump shot from 26 ft,,3,72,64,8,1857.0
5:00.0,Defensive rebound by J. Bouknight,64-72, ,,3,72,64,8,1860.0
4:51.0,J. McDaniels makes 3-pt jump shot from 23 ft (assist by M. Plumlee),67-72, ,,3,72,67,5,1869.0
4:25.0, ,67-72,G. Vincent misses 3-pt jump shot from 26 ft,,3,72,67,5,1895.0
4:22.0, ,67-72,Offensive rebound by J. Butler,,3,72,67,5,1898.0
4:12.0, ,67-72,Shooting foul by J. McDaniels (drawn by J. Butler),,3,72,67,5,1908.0
