Time,Miami,Score,Washington,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
6:42.0,Offensive rebound by O. Yurtseven,35-36, ,,2,35,36,-1,1038.0
6:40.0,O. Yurtseven makes 2-pt hook shot from 8 ft,37-36, ,Lead change,2,37,36,1,1040.0
6:40.0, ,37-36,Washington full timeout,,2,37,36,1,1040.0
6:40.0, ,37-36,J. Davis enters the game for X. Cooks,,2,37,36,1,1040.0
6:30.0, ,37-36,C. Kispert misses 3-pt jump shot from 28 ft,,2,37,36,1,1050.0
6:27.0, ,37-36,Offensive rebound by D. Gafford,,2,37,36,1,1053.0
6:24.0, ,37-36,J. Goodwin misses 3-pt jump shot from 28 ft,,2,37,36,1,1056.0
6:23.0, ,37-36,Offensive rebound by D. Gafford,,2,37,36,1,1057.0
6:23.0, ,37-38,D. Gafford makes 2-pt layup from 3 ft,Lead change,2,37,38,-1,1057.0
6:23.0, ,37-38,Shooting foul by O. Yurtseven (drawn by D. Gafford),,2,37,38,-1,1057.0
6:23.0, ,37-39,D. Gafford makes free throw 1 of 1,,2,37,39,-2,1057.0
6:05.0,V. Oladipo makes 2-pt jump shot from 17 ft (assist by O. Yurtseven),39-39, ,Tie,2,39,39,0,1075.0
5:49.0, ,39-39,J. Goodwin misses 2-pt layup from 4 ft (block by J. Cain),,2,39,39,0,1091.0
5:41.0, ,39-39,Offensive rebound by J. Goodwin,,2,39,39,0,1099.0
5:41.0, ,39-41,J. Goodwin makes 2-pt layup at rim,,2,39,41,-2,1099.0
5:24.0,Personal foul by Q. Jackson (drawn by O. Yurtseven),39-41, ,,2,39,41,-2,1116.0
5:24.0,M. Strus enters the game for C. Martin,39-41, ,,2,39,41,-2,1116.0
5:24.0,G. Vincent enters the game for V. Oladipo,39-41, ,,2,39,41,-2,1116.0
5:14.0,Offensive foul by O. Yurtseven (drawn by Q. Jackson),39-41, ,,2,39,41,-2,1126.0
5:14.0,Turnover by O. Yurtseven (offensive foul),39-41, ,,2,39,41,-2,1126.0
5:14.0,C. Zeller enters the game for O. Yurtseven,39-41, ,,2,39,41,-2,1126.0
5:14.0, ,39-41,D. Wright enters the game for J. Goodwin,,2,39,41,-2,1126.0
4:54.0, ,39-41,Q. Jackson misses 3-pt jump shot from 23 ft,,2,39,41,-2,1146.0
4:51.0,Defensive rebound by C. Zeller,39-41, ,,2,39,41,-2,1149.0
4:46.0,Offensive foul by C. Zeller (drawn by Q. Jackson),39-41, ,,2,39,41,-2,1154.0
4:46.0,Turnover by C. Zeller (offensive foul),39-41, ,,2,39,41,-2,1154.0
4:23.0, ,39-41,J. Davis misses 2-pt jump shot from 18 ft,,2,39,41,-2,1177.0
4:21.0,Defensive rebound by J. Cain,39-41, ,,2,39,41,-2,1179.0
4:15.0,G. Vincent misses 2-pt layup from 3 ft (block by C. Kispert),39-41, ,,2,39,41,-2,1185.0
4:11.0, ,39-41,Defensive rebound by D. Gafford,,2,39,41,-2,1189.0
4:05.0, ,39-41,Offensive foul by D. Gafford (drawn by G. Vincent),,2,39,41,-2,1195.0
4:05.0, ,39-41,Turnover by D. Gafford (offensive foul),,2,39,41,-2,1195.0
3:52.0,Personal foul by D. Gafford (drawn by C. Zeller),39-41, ,,2,39,41,-2,1208.0
3:43.0,Turnover by H. Highsmith (bad pass),39-41, ,,2,39,41,-2,1217.0
3:26.0, ,39-43,D. Gafford makes 2-pt hook shot from 6 ft (assist by J. Davis),,2,39,43,-4,1234.0
3:10.0,H. Highsmith misses 2-pt layup from 4 ft (block by D. Gafford),39-43, ,,2,39,43,-4,1250.0
3:08.0,Offensive rebound by H. Highsmith,39-43, ,,2,39,43,-4,1252.0
3:05.0,M. Strus makes 3-pt jump shot from 24 ft (assist by H. Highsmith),42-43, ,,2,42,43,-1,1255.0
2:59.0, ,42-43,Shooting foul by J. Cain (drawn by C. Kispert),,2,42,43,-1,1261.0
2:59.0,Miami full timeout,42-43, ,,2,42,43,-1,1261.0
2:59.0, ,42-44,C. Kispert makes free throw 1 of 2,,2,42,44,-2,1261.0
2:59.0, ,42-45,C. Kispert makes free throw 2 of 2,,2,42,45,-3,1261.0
2:41.0,J. Cain misses 2-pt hook shot from 9 ft,42-45, ,,2,42,45,-3,1279.0
2:37.0, ,42-45,Defensive rebound by D. Wright,,2,42,45,-3,1283.0
2:32.0, ,42-45,C. Kispert misses 3-pt jump shot from 31 ft,,2,42,45,-3,1288.0
2:30.0,Defensive rebound by H. Highsmith,42-45, ,,2,42,45,-3,1290.0
2:20.0,G. Vincent makes 2-pt layup from 4 ft (assist by C. Zeller),44-45, ,,2,44,45,-1,1300.0
2:04.0, ,44-48,J. Davis makes 3-pt jump shot from 26 ft (assist by D. Gafford),,2,44,48,-4,1316.0
1:49.0,C. Zeller makes 2-pt layup from 3 ft (assist by G. Vincent),46-48, ,,2,46,48,-2,1331.0
1:34.0, ,46-50,C. Kispert makes 2-pt jump shot from 16 ft,,2,46,50,-4,1346.0
1:34.0, ,46-50,Shooting foul by H. Highsmith (drawn by C. Kispert),,2,46,50,-4,1346.0
1:34.0, ,46-51,C. Kispert makes free throw 1 of 1,,2,46,51,-5,1346.0
1:10.0,C. Zeller misses 2-pt jump shot from 16 ft,46-51, ,,2,46,51,-5,1370.0
1:04.0,Offensive rebound by H. Highsmith,46-51, ,,2,46,51,-5,1376.0
1:04.0,H. Highsmith makes 2-pt layup at rim,48-51, ,,2,48,51,-3,1376.0
0:48.0, ,48-51,Personal foul by J. Cain (drawn by Q. Jackson),,2,48,51,-3,1392.0
0:48.0, ,48-52,Q. Jackson makes free throw 1 of 2,,2,48,52,-4,1392.0
0:48.0, ,48-53,Q. Jackson makes free throw 2 of 2,,2,48,53,-5,1392.0
0:42.0,G. Vincent misses 3-pt jump shot from 26 ft,48-53, ,,2,48,53,-5,1398.0
0:38.0, ,48-53,Defensive rebound by D. Gafford,,2,48,53,-5,1402.0
0:29.0, ,48-53,C. Kispert misses 3-pt jump shot from 28 ft,,2,48,53,-5,1411.0
0:25.0,Defensive rebound by C. Zeller,48-53, ,,2,48,53,-5,1415.0
0:06.0,M. Strus misses 3-pt jump shot from 28 ft,48-53, ,,2,48,53,-5,1434.0
0:03.0,Offensive rebound by C. Zeller,48-53, ,,2,48,53,-5,1437.0
0:03.0,C. Zeller makes 2-pt layup from 2 ft,50-53, ,,2,50,53,-3,1437.0
0:03.0,Shooting foul by Q. Jackson (drawn by C. Zeller),50-53, ,,2,50,53,-3,1437.0
0:03.0,C. Zeller makes free throw 1 of 1,51-53, ,,2,51,53,-2,1437.0
0:00.0,End of 2nd quarter,51-53,,,2,51,53,-2,1440.0
12:00.0,Start of 3rd quarter,51-53,,,3,51,53,-2,1440.0
11:45.0,C. Zeller makes 2-pt layup from 2 ft (assist by G. Vincent),53-53, ,Tie,3,53,53,0,1455.0
11:21.0, ,53-53,J. Davis misses 2-pt jump shot from 11 ft,,3,53,53,0,1479.0
11:15.0,Defensive rebound by G. Vincent,53-53, ,,3,53,53,0,1485.0
11:10.0,Personal foul by A. Gill (drawn by C. Zeller),53-53, ,,3,53,53,0,1490.0
11:08.0,D. Robinson misses 3-pt jump shot from 26 ft,53-53, ,,3,53,53,0,1492.0
11:03.0, ,53-53,Defensive rebound by D. Wright,,3,53,53,0,1497.0
10:58.0, ,53-55,D. Wright makes 2-pt jump shot from 10 ft,,3,53,55,-2,1502.0
10:45.0,M. Strus misses 3-pt jump shot from 23 ft,53-55, ,,3,53,55,-2,1515.0
10:41.0, ,53-55,Defensive rebound by D. Wright,,3,53,55,-2,1519.0
10:22.0, ,53-55,A. Gill misses 3-pt jump shot from 23 ft,,3,53,55,-2,1538.0
10:19.0,Defensive rebound by M. Strus,53-55, ,,3,53,55,-2,1541.0
10:08.0,C. Zeller makes 2-pt jump shot from 9 ft (assist by G. Vincent),55-55, ,Tie,3,55,55,0,1552.0
9:54.0, ,55-58,C. Kispert makes 3-pt jump shot from 24 ft (assist by D. Wright),,3,55,58,-3,1566.0
9:41.0,Turnover by C. Zeller (traveling),55-58, ,,3,55,58,-3,1579.0
9:30.0, ,55-58,Shooting foul by C. Zeller (drawn by D. Gafford),,3,55,58,-3,1590.0
9:30.0, ,55-59,D. Gafford makes free throw 1 of 2,,3,55,59,-4,1590.0
9:30.0, ,55-60,D. Gafford makes free throw 2 of 2,,3,55,60,-5,1590.0
9:17.0,Turnover by M. Strus (traveling),55-60, ,,3,55,60,-5,1603.0
9:07.0, ,55-62,D. Wright makes 2-pt jump shot from 11 ft,,3,55,62,-7,1613.0
8:41.0,Turnover by C. Zeller (bad pass),55-62, ,,3,55,62,-7,1639.0
8:33.0, ,55-64,D. Wright makes 2-pt layup from 6 ft,,3,55,64,-9,1647.0
8:33.0, ,55-64,Shooting foul by G. Vincent (drawn by D. Wright),,3,55,64,-9,1647.0
8:33.0, ,55-65,D. Wright makes free throw 1 of 1,,3,55,65,-10,1647.0
8:32.0,Turnover by H. Highsmith (bad pass),55-65, ,,3,55,65,-10,1648.0
8:32.0, ,55-65,Away from play foul by D. Robinson (drawn by A. Gill),,3,55,65,-10,1648.0
8:32.0, ,55-66,C. Kispert makes free throw 1 of 1,,3,55,66,-11,1648.0
8:22.0, ,55-68,D. Gafford makes 2-pt jump shot from 12 ft,,3,55,68,-13,1658.0
8:22.0,Miami full timeout,55-68, ,,3,55,68,-13,1658.0
8:09.0,G. Vincent makes 2-pt jump shot from 11 ft,57-68, ,,3,57,68,-11,1671.0
7:52.0, ,57-68,J. Davis misses 3-pt jump shot from 25 ft,,3,57,68,-11,1688.0
7:48.0,Defensive rebound by G. Vincent,57-68, ,,3,57,68,-11,1692.0
7:42.0,D. Robinson misses 3-pt jump shot from 25 ft,57-68, ,,3,57,68,-11,1698.0
7:39.0, ,57-68,Defensive rebound by D. Wright,,3,57,68,-11,1701.0
7:36.0, ,57-68,C. Kispert misses 3-pt jump shot from 26 ft,,3,57,68,-11,1704.0
7:33.0,Defensive rebound by Team,57-68, ,,3,57,68,-11,1707.0
7:23.0,Turnover by D. Robinson (bad pass),57-68, ,,3,57,68,-11,1717.0
7:07.0, ,57-68,J. Davis misses 2-pt jump shot from 9 ft,,3,57,68,-11,1733.0
7:04.0,Defensive rebound by H. Highsmith,57-68, ,,3,57,68,-11,1736.0
7:01.0,H. Highsmith misses 2-pt jump shot from 12 ft,57-68, ,,3,57,68,-11,1739.0
6:57.0, ,57-68,Defensive rebound by D. Gafford,,3,57,68,-11,1743.0
6:52.0, ,57-70,C. Kispert makes 2-pt layup from 4 ft (assist by A. Gill),,3,57,70,-13,1748.0
6:25.0,G. Vincent misses 3-pt jump shot from 29 ft,57-70, ,,3,57,70,-13,1775.0
6:22.0,Offensive rebound by H. Highsmith,57-70, ,,3,57,70,-13,1778.0
6:15.0,H. Highsmith misses 3-pt jump shot from 26 ft,57-70, ,,3,57,70,-13,1785.0
6:12.0, ,57-70,Defensive rebound by A. Gill,,3,57,70,-13,1788.0
6:02.0, ,57-70,D. Wright misses 2-pt layup from 4 ft,,3,57,70,-13,1798.0
6:00.0,Defensive rebound by C. Zeller,57-70, ,,3,57,70,-13,1800.0
5:56.0,M. Strus misses 2-pt layup from 3 ft,57-70, ,,3,57,70,-13,1804.0
5:52.0, ,57-70,Defensive rebound by D. Gafford,,3,57,70,-13,1808.0
5:48.0, ,57-72,J. Davis makes 2-pt layup from 3 ft (assist by C. Kispert),,3,57,72,-15,1812.0
5:22.0,C. Zeller makes 2-pt layup from 7 ft (assist by M. Strus),59-72, ,,3,59,72,-13,1838.0
5:13.0, ,59-75,C. Kispert makes 3-pt jump shot from 27 ft (assist by D. Gafford),,3,59,75,-16,1847.0
5:01.0,Personal foul by J. Davis (drawn by D. Robinson),59-75, ,,3,59,75,-16,1859.0
5:01.0,C. Martin enters the game for D. Robinson,59-75, ,,3,59,75,-16,1859.0
5:01.0, ,59-75,J. Goodwin enters the game for D. Wright,,3,59,75,-16,1859.0
4:58.0,C. Zeller misses 2-pt jump shot from 16 ft,59-75, ,,3,59,75,-16,1862.0
4:54.0, ,59-75,Defensive rebound by A. Gill,,3,59,75,-16,1866.0
4:44.0, ,59-77,J. Davis makes 2-pt layup from 4 ft (assist by J. Goodwin),,3,59,77,-18,1876.0
4:33.0,G. Vincent misses 2-pt jump shot from 7 ft,59-77, ,,3,59,77,-18,1887.0
4:29.0, ,59-77,Defensive rebound by J. Davis,,3,59,77,-18,1891.0
4:19.0, ,59-77,D. Gafford misses 2-pt jump shot from 17 ft,,3,59,77,-18,1901.0
4:13.0, ,59-77,Offensive rebound by J. Goodwin,,3,59,77,-18,1907.0
4:13.0, ,59-79,J. Goodwin makes 2-pt layup from 1 ft,,3,59,79,-20,1907.0
4:13.0,Miami full timeout,59-79, ,,3,59,79,-20,1907.0
4:13.0,J. Cain enters the game for H. Highsmith,59-79, ,,3,59,79,-20,1907.0
4:13.0,V. Oladipo enters the game for G. Vincent,59-79, ,,3,59,79,-20,1907.0
4:13.0,O. Robinson enters the game for C. Zeller,59-79, ,,3,59,79,-20,1907.0
