Time,Portland,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
6:29.0, ,40-45,B. Adebayo makes 2-pt layup at rim,,2,45,40,5,1051.0
6:17.0,J. Grant misses 3-pt jump shot from 27 ft,40-45, ,,2,45,40,5,1063.0
6:14.0, ,40-45,Defensive rebound by D. Robinson,,2,45,40,5,1066.0
6:08.0, ,40-45,Turnover by G. Vincent (bad pass; steal by J. Nurkić),,2,45,40,5,1072.0
6:03.0,J. Grant makes 2-pt dunk from 2 ft (assist by J. Hart),42-45, ,,2,45,42,3,1077.0
5:45.0, ,42-45,Turnover by K. Lowry (bad pass; steal by J. Hart),,2,45,42,3,1095.0
5:37.0,Turnover by J. Hart (bad pass; steal by C. Martin),42-45, ,,2,45,42,3,1103.0
5:29.0, ,42-47,B. Adebayo makes 2-pt layup from 2 ft,,2,47,42,5,1111.0
5:29.0, ,42-47,Shooting foul by J. Grant (drawn by B. Adebayo),,2,47,42,5,1111.0
5:29.0,J. Winslow enters the game for S. Sharpe,42-47, ,,2,47,42,5,1111.0
5:29.0, ,42-47,J. Butler enters the game for K. Lowry,,2,47,42,5,1111.0
5:29.0, ,42-47,B. Adebayo misses free throw 1 of 1,,2,47,42,5,1111.0
5:27.0,Defensive rebound by J. Grant,42-47, ,,2,47,42,5,1113.0
5:07.0,D. Lillard makes 3-pt jump shot from 26 ft (assist by J. Nurkić),45-47, ,,2,47,45,2,1133.0
4:43.0, ,45-49,B. Adebayo makes 2-pt jump shot from 10 ft,,2,49,45,4,1157.0
4:29.0,Turnover by J. Grant (lost ball; steal by B. Adebayo),45-49, ,,2,49,45,4,1171.0
4:23.0, ,45-49,G. Vincent misses 3-pt jump shot from 27 ft,,2,49,45,4,1177.0
4:19.0,Defensive rebound by J. Hart,45-49, ,,2,49,45,4,1181.0
4:14.0,D. Lillard misses 2-pt layup from 3 ft,45-49, ,,2,49,45,4,1186.0
4:10.0, ,45-49,Defensive rebound by C. Martin,,2,49,45,4,1190.0
4:05.0, ,45-52,D. Robinson makes 3-pt jump shot from 24 ft (assist by J. Butler),,2,52,45,7,1195.0
3:44.0,J. Grant misses 3-pt jump shot from 23 ft,45-52, ,,2,52,45,7,1216.0
3:44.0, ,45-52,Defensive rebound by C. Martin,,2,52,45,7,1216.0
3:37.0, ,45-52,Miami full timeout,,2,52,45,7,1223.0
3:37.0,A. Simons enters the game for J. Winslow,45-52, ,,2,52,45,7,1223.0
3:37.0, ,45-52,D. Dedmon enters the game for B. Adebayo,,2,52,45,7,1223.0
3:19.0, ,45-52,G. Vincent misses 2-pt jump shot from 12 ft,,2,52,45,7,1241.0
3:17.0,Defensive rebound by J. Hart,45-52, ,,2,52,45,7,1243.0
3:10.0,D. Lillard misses 3-pt jump shot from 25 ft,45-52, ,,2,52,45,7,1250.0
3:10.0, ,45-52,Defensive rebound by Team,,2,52,45,7,1250.0
2:55.0, ,45-52,Turnover by G. Vincent (bad pass; steal by J. Nurkić),,2,52,45,7,1265.0
2:50.0,J. Hart makes 2-pt layup from 2 ft (assist by J. Nurkić),47-52, ,,2,52,47,5,1270.0
2:37.0, ,47-54,J. Butler makes 2-pt dunk from 1 ft (assist by G. Vincent),,2,54,47,7,1283.0
2:18.0,Turnover by A. Simons (bad pass; steal by J. Butler),47-54, ,,2,54,47,7,1302.0
2:13.0, ,47-56,J. Butler makes 2-pt dunk from 2 ft,,2,56,47,9,1307.0
1:58.0,J. Hart misses 3-pt jump shot from 23 ft,47-56, ,,2,56,47,9,1322.0
1:56.0, ,47-56,Defensive rebound by D. Dedmon,,2,56,47,9,1324.0
1:33.0, ,47-58,D. Dedmon makes 2-pt layup from 2 ft,,2,58,47,11,1347.0
1:21.0,A. Simons makes 3-pt jump shot from 27 ft (assist by D. Lillard),50-58, ,,2,58,50,8,1359.0
0:57.0, ,50-58,J. Butler misses 3-pt jump shot from 25 ft,,2,58,50,8,1383.0
0:55.0, ,50-58,Offensive rebound by C. Martin,,2,58,50,8,1385.0
0:51.0, ,50-58,D. Dedmon misses 3-pt jump shot from 24 ft,,2,58,50,8,1389.0
0:46.0,Defensive rebound by J. Grant,50-58, ,,2,58,50,8,1394.0
0:41.0,Turnover by D. Lillard (bad pass; steal by J. Butler),50-58, ,,2,58,50,8,1399.0
0:36.0, ,50-60,D. Dedmon makes 2-pt layup from 2 ft (assist by J. Butler),,2,60,50,10,1404.0
0:31.0,A. Simons makes 3-pt jump shot from 27 ft (assist by D. Lillard),53-60, ,,2,60,53,7,1409.0
0:10.0, ,53-60,D. Robinson misses 3-pt jump shot from 25 ft,,2,60,53,7,1430.0
0:05.0,Defensive rebound by J. Hart,53-60, ,,2,60,53,7,1435.0
0:04.0,Personal foul by D. Robinson (drawn by D. Lillard),53-60, ,,2,60,53,7,1436.0
0:04.0, ,53-60,B. Adebayo enters the game for D. Dedmon,,2,60,53,7,1436.0
0:04.0, ,53-60,K. Lowry enters the game for D. Robinson,,2,60,53,7,1436.0
0:03.0,Turnover by A. Simons (bad pass),53-60, ,,2,60,53,7,1437.0
0:01.0, ,53-60,Personal take foul by A. Simons (drawn by B. Adebayo),,2,60,53,7,1439.0
0:01.0, ,53-60,D. Robinson enters the game for C. Martin,,2,60,53,7,1439.0
0:00.0, ,53-60,Turnover by K. Lowry (bad pass; steal by A. Simons),,2,60,53,7,1440.0
0:00.0,End of 2nd quarter,53-60,,,2,60,53,7,1440.0
12:00.0,Start of 3rd quarter,53-60,,,3,60,53,7,1440.0
11:41.0,J. Hart makes 2-pt jump shot from 9 ft (assist by A. Simons),55-60, ,,3,60,55,5,1459.0
11:19.0, ,55-62,C. Martin makes 2-pt jump shot from 23 ft (assist by K. Lowry),,3,62,55,7,1481.0
10:57.0,A. Simons misses 3-pt jump shot from 28 ft,55-62, ,,3,62,55,7,1503.0
10:54.0, ,55-62,Defensive rebound by J. Butler,,3,62,55,7,1506.0
10:49.0, ,55-62,B. Adebayo misses 2-pt layup from 2 ft,,3,62,55,7,1511.0
10:46.0,Defensive rebound by J. Grant,55-62, ,,3,62,55,7,1514.0
10:37.0,D. Lillard misses 3-pt jump shot from 29 ft,55-62, ,,3,62,55,7,1523.0
10:34.0, ,55-62,Defensive rebound by K. Lowry,,3,62,55,7,1526.0
10:34.0, ,55-62,Personal foul by J. Nurkić (drawn by K. Lowry),,3,62,55,7,1526.0
10:20.0, ,55-65,M. Strus makes 3-pt jump shot from 24 ft (assist by J. Butler),,3,65,55,10,1540.0
10:06.0,A. Simons misses 3-pt jump shot from 22 ft,55-65, ,,3,65,55,10,1554.0
10:04.0, ,55-65,Defensive rebound by B. Adebayo,,3,65,55,10,1556.0
9:59.0, ,55-67,C. Martin makes 2-pt jump shot from 20 ft (assist by J. Butler),,3,67,55,12,1561.0
9:57.0,Portland full timeout,55-67, ,,3,67,55,12,1563.0
9:35.0,Personal foul by M. Strus (drawn by D. Lillard),55-67, ,,3,67,55,12,1585.0
9:35.0, ,55-67,G. Vincent enters the game for M. Strus,,3,67,55,12,1585.0
9:29.0,J. Grant misses 2-pt jump shot from 19 ft,55-67, ,,3,67,55,12,1591.0
9:26.0, ,55-67,Defensive rebound by K. Lowry,,3,67,55,12,1594.0
9:15.0, ,55-69,C. Martin makes 2-pt dunk from 2 ft,,3,69,55,14,1605.0
9:01.0,D. Lillard makes 3-pt jump shot from 26 ft (assist by A. Simons),58-69, ,,3,69,58,11,1619.0
8:43.0, ,58-69,J. Butler misses 2-pt jump shot from 8 ft,,3,69,58,11,1637.0
8:40.0,Defensive rebound by D. Lillard,58-69, ,,3,69,58,11,1640.0
8:37.0,A. Simons misses 2-pt layup from 1 ft,58-69, ,,3,69,58,11,1643.0
8:35.0,Offensive rebound by J. Grant,58-69, ,,3,69,58,11,1645.0
8:33.0,J. Grant makes 2-pt layup from 2 ft,60-69, ,,3,69,60,9,1647.0
8:16.0, ,60-71,B. Adebayo makes 2-pt jump shot from 7 ft (assist by G. Vincent),,3,71,60,11,1664.0
7:57.0,Turnover by A. Simons (bad pass; steal by J. Butler),60-71, ,,3,71,60,11,1683.0
7:37.0, ,60-71,K. Lowry misses 2-pt jump shot from 13 ft,,3,71,60,11,1703.0
7:33.0,Defensive rebound by J. Nurkić,60-71, ,,3,71,60,11,1707.0
7:29.0,Personal foul by K. Lowry (drawn by J. Grant),60-71, ,,3,71,60,11,1711.0
7:21.0,D. Lillard misses 2-pt layup from 3 ft (block by B. Adebayo),60-71, ,,3,71,60,11,1719.0
7:18.0, ,60-71,Defensive rebound by B. Adebayo,,3,71,60,11,1722.0
7:18.0, ,60-71,Personal foul by J. Nurkić (drawn by B. Adebayo),,3,71,60,11,1722.0
7:02.0, ,60-73,G. Vincent makes 2-pt jump shot from 11 ft (assist by K. Lowry),,3,73,60,13,1738.0
6:52.0,Turnover by J. Grant (bad pass; steal by J. Butler),60-73, ,,3,73,60,13,1748.0
6:48.0, ,60-75,C. Martin makes 2-pt layup from 1 ft (assist by J. Butler),,3,75,60,15,1752.0
6:30.0,Turnover by J. Hart (bad pass; steal by J. Butler),60-75, ,,3,75,60,15,1770.0
6:24.0, ,60-75,C. Martin misses 3-pt jump shot from 24 ft,,3,75,60,15,1776.0
6:21.0,Defensive rebound by J. Nurkić,60-75, ,,3,75,60,15,1779.0
6:09.0,Shooting foul by G. Vincent (drawn by J. Hart),60-75, ,,3,75,60,15,1791.0
6:09.0,J. Hart misses free throw 1 of 2,60-75, ,,3,75,60,15,1791.0
6:09.0,Offensive rebound by Team,60-75, ,,3,75,60,15,1791.0
6:09.0,D. Eubanks enters the game for J. Nurkić,60-75, ,,3,75,60,15,1791.0
6:09.0,J. Winslow enters the game for A. Simons,60-75, ,,3,75,60,15,1791.0
6:09.0,J. Hart makes free throw 2 of 2,61-75, ,,3,75,61,14,1791.0
5:53.0, ,61-75,B. Adebayo misses 2-pt layup from 2 ft (block by D. Eubanks),,3,75,61,14,1807.0
5:53.0, ,61-75,Offensive rebound by Team,,3,75,61,14,1807.0
5:46.0, ,61-75,K. Lowry misses 3-pt jump shot from 26 ft,,3,75,61,14,1814.0
5:45.0, ,61-75,Offensive rebound by Team,,3,75,61,14,1815.0
5:45.0, ,61-75,Turnover by Team (shot clock),,3,75,61,14,1815.0
5:45.0, ,61-75,D. Dedmon enters the game for B. Adebayo,,3,75,61,14,1815.0
5:28.0,J. Winslow makes 2-pt jump shot from 10 ft,63-75, ,,3,75,63,12,1832.0
5:15.0, ,63-75,Shooting foul by D. Eubanks (drawn by D. Dedmon),,3,75,63,12,1845.0
5:15.0, ,63-76,D. Dedmon makes free throw 1 of 2,,3,76,63,13,1845.0
5:15.0, ,63-76,D. Robinson enters the game for K. Lowry,,3,76,63,13,1845.0
5:15.0, ,63-77,D. Dedmon makes free throw 2 of 2,,3,77,63,14,1845.0
4:56.0,D. Eubanks makes 2-pt jump shot from 10 ft (assist by J. Winslow),65-77, ,,3,77,65,12,1864.0
4:33.0, ,65-77,C. Martin misses 3-pt jump shot from 25 ft,,3,77,65,12,1887.0
4:32.0,Defensive rebound by Team,65-77, ,,3,77,65,12,1888.0
4:18.0,J. Winslow makes 2-pt jump shot from 9 ft (assist by D. Lillard),67-77, ,,3,77,67,10,1902.0
3:53.0, ,67-77,D. Robinson misses 3-pt jump shot from 23 ft,,3,77,67,10,1927.0
3:51.0,Defensive rebound by D. Eubanks,67-77, ,,3,77,67,10,1929.0
3:42.0,D. Lillard misses 3-pt jump shot from 27 ft,67-77, ,,3,77,67,10,1938.0
3:40.0, ,67-77,Defensive rebound by D. Dedmon,,3,77,67,10,1940.0
3:33.0, ,67-77,Shooting foul by J. Grant (drawn by D. Dedmon),,3,77,67,10,1947.0
3:33.0, ,67-78,D. Dedmon makes free throw 1 of 2,,3,78,67,11,1947.0
3:33.0, ,67-79,D. Dedmon makes free throw 2 of 2,,3,79,67,12,1947.0
3:21.0,Personal foul by J. Butler (drawn by J. Winslow),67-79, ,,3,79,67,12,1959.0
3:13.0,Offensive foul by J. Grant (drawn by D. Dedmon),67-79, ,,3,79,67,12,1967.0
3:13.0,Turnover by J. Grant (offensive foul),67-79, ,,3,79,67,12,1967.0
3:00.0, ,67-79,G. Vincent misses 3-pt jump shot from 23 ft,,3,79,67,12,1980.0
2:54.0,Defensive rebound by J. Winslow,67-79, ,,3,79,67,12,1986.0
2:48.0,D. Lillard misses 2-pt layup from 1 ft,67-79, ,,3,79,67,12,1992.0
2:45.0, ,67-79,Defensive rebound by D. Robinson,,3,79,67,12,1995.0
2:36.0, ,67-79,Turnover by D. Robinson (traveling),,3,79,67,12,2004.0
2:36.0, ,67-79,Miami full timeout,,3,79,67,12,2004.0
2:36.0,A. Simons enters the game for J. Grant,67-79, ,,3,79,67,12,2004.0
2:36.0,T. Watford enters the game for D. Lillard,67-79, ,,3,79,67,12,2004.0
2:24.0,A. Simons makes 2-pt jump shot from 18 ft (assist by J. Winslow),69-79, ,,3,79,69,10,2016.0
2:09.0, ,69-79,G. Vincent misses 3-pt jump shot from 23 ft,,3,79,69,10,2031.0
2:07.0,Defensive rebound by Team,69-79, ,,3,79,69,10,2033.0
2:07.0, ,69-79,K. Lowry enters the game for J. Butler,,3,79,69,10,2033.0
1:55.0,A. Simons misses 3-pt jump shot from 25 ft,69-79, ,,3,79,69,10,2045.0
1:52.0, ,69-79,Defensive rebound by G. Vincent,,3,79,69,10,2048.0
1:36.0, ,69-79,D. Robinson misses 3-pt jump shot from 29 ft,,3,79,69,10,2064.0
1:32.0, ,69-79,Offensive rebound by C. Martin,,3,79,69,10,2068.0
1:24.0, ,69-81,D. Dedmon makes 2-pt dunk from 1 ft (assist by K. Lowry),,3,81,69,12,2076.0
1:11.0,T. Watford misses 2-pt jump shot from 7 ft,69-81, ,,3,81,69,12,2089.0
1:11.0, ,69-81,Defensive rebound by Team,,3,81,69,12,2089.0
0:58.0, ,69-81,G. Vincent misses 3-pt jump shot from 28 ft,,3,81,69,12,2102.0
0:56.0,Defensive rebound by J. Hart,69-81, ,,3,81,69,12,2104.0
0:47.0,D. Eubanks misses 2-pt hook shot from 9 ft,69-81, ,,3,81,69,12,2113.0
0:43.0, ,69-81,Defensive rebound by D. Dedmon,,3,81,69,12,2117.0
0:28.0, ,69-81,G. Vincent misses 2-pt layup from 2 ft,,3,81,69,12,2132.0
