Time,Toronto,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
6:50.0, ,12-13,Miami full timeout,,1,13,12,1,310.0
6:50.0, ,12-13,T. Herro misses free throw 1 of 1,,1,13,12,1,310.0
6:47.0,Defensive rebound by C. Koloko,12-13, ,,1,13,12,1,313.0
6:28.0,P. Siakam misses 2-pt jump shot from 13 ft,12-13, ,,1,13,12,1,332.0
6:26.0, ,12-13,Defensive rebound by Team,,1,13,12,1,334.0
6:15.0, ,12-13,Def 3 sec tech foul by Team,,1,13,12,1,345.0
6:15.0, ,12-13,J. Butler misses technical free throw,,1,13,12,1,345.0
6:15.0, ,12-13,Offensive rebound by Team,,1,13,12,1,345.0
6:00.0, ,12-13,T. Herro misses 3-pt jump shot from 27 ft,,1,13,12,1,360.0
5:57.0,Defensive rebound by P. Siakam,12-13, ,,1,13,12,1,363.0
5:39.0,Turnover by G. Trent (traveling),12-13, ,,1,13,12,1,381.0
5:39.0, ,12-13,D. Dedmon enters the game for B. Adebayo,,1,13,12,1,381.0
5:39.0, ,12-13,D. Robinson enters the game for M. Strus,,1,13,12,1,381.0
5:26.0, ,12-15,J. Butler makes 2-pt jump shot from 10 ft,,1,15,12,3,394.0
5:16.0,Personal foul by D. Dedmon (drawn by F. VanVleet),12-15, ,,1,15,12,3,404.0
5:16.0,P. Achiuwa enters the game for O. Anunoby,12-15, ,,1,15,12,3,404.0
5:16.0,C. Boucher enters the game for C. Koloko,12-15, ,,1,15,12,3,404.0
5:07.0,P. Achiuwa makes 2-pt dunk from 2 ft (assist by F. VanVleet),14-15, ,,1,15,14,1,413.0
4:52.0, ,14-15,T. Herro misses 3-pt jump shot from 23 ft,,1,15,14,1,428.0
4:49.0,Defensive rebound by P. Achiuwa,14-15, ,,1,15,14,1,431.0
4:46.0,Shooting foul by D. Robinson (drawn by F. VanVleet),14-15, ,,1,15,14,1,434.0
4:46.0,F. VanVleet makes free throw 1 of 2,15-15, ,Tie,1,15,15,0,434.0
4:46.0,O. Anunoby enters the game for G. Trent,15-15, ,,1,15,15,0,434.0
4:46.0,F. VanVleet makes free throw 2 of 2,16-15, ,Lead change,1,15,16,-1,434.0
4:26.0, ,16-15,D. Robinson misses 3-pt jump shot from 24 ft,,1,15,16,-1,454.0
4:22.0,Defensive rebound by P. Siakam,16-15, ,,1,15,16,-1,458.0
4:17.0,Turnover by C. Boucher (bad pass),16-15, ,,1,15,16,-1,463.0
4:17.0,G. Trent enters the game for F. VanVleet,16-15, ,,1,15,16,-1,463.0
4:03.0, ,16-15,D. Robinson misses 2-pt jump shot from 16 ft,,1,15,16,-1,477.0
3:59.0,Defensive rebound by C. Boucher,16-15, ,,1,15,16,-1,481.0
3:55.0,P. Siakam misses 3-pt jump shot from 27 ft,16-15, ,,1,15,16,-1,485.0
3:50.0, ,16-15,Defensive rebound by T. Herro,,1,15,16,-1,490.0
3:46.0, ,16-15,D. Robinson misses 3-pt jump shot from 26 ft,,1,15,16,-1,494.0
3:46.0,Defensive rebound by P. Achiuwa,16-15, ,,1,15,16,-1,494.0
3:46.0, ,16-15,G. Vincent enters the game for K. Lowry,,1,15,16,-1,494.0
3:30.0,G. Trent makes 2-pt jump shot from 12 ft,18-15, ,,1,15,18,-3,510.0
3:14.0, ,18-15,J. Butler misses 2-pt jump shot from 12 ft,,1,15,18,-3,526.0
3:10.0,Defensive rebound by P. Achiuwa,18-15, ,,1,15,18,-3,530.0
3:07.0,P. Achiuwa makes 2-pt dunk from 3 ft,20-15, ,,1,15,20,-5,533.0
2:52.0, ,20-15,Turnover by G. Vincent (bad pass; steal by O. Anunoby),,1,15,20,-5,548.0
2:47.0,C. Boucher makes 2-pt layup from 1 ft,22-15, ,,1,15,22,-7,553.0
2:33.0, ,22-15,Personal foul by O. Anunoby (drawn by D. Dedmon),,1,15,22,-7,567.0
2:33.0,Toronto full timeout,22-15, ,,1,15,22,-7,567.0
2:33.0,D. Banton enters the game for O. Anunoby,22-15, ,,1,15,22,-7,567.0
2:33.0, ,22-15,B. Adebayo enters the game for D. Dedmon,,1,15,22,-7,567.0
2:18.0, ,22-17,T. Herro makes 2-pt jump shot from 12 ft,,1,17,22,-5,582.0
1:55.0,C. Boucher makes 3-pt jump shot from 24 ft (assist by P. Achiuwa),25-17, ,,1,17,25,-8,605.0
1:42.0, ,25-17,T. Herro misses 3-pt jump shot from 26 ft,,1,17,25,-8,618.0
1:39.0,Defensive rebound by P. Achiuwa,25-17, ,,1,17,25,-8,621.0
1:32.0,G. Trent misses 2-pt jump shot from 18 ft,25-17, ,,1,17,25,-8,628.0
1:26.0,Offensive rebound by D. Banton,25-17, ,,1,17,25,-8,634.0
1:25.0,D. Banton misses 2-pt hook shot from 11 ft,25-17, ,,1,17,25,-8,635.0
1:25.0, ,25-17,Defensive rebound by G. Vincent,,1,17,25,-8,635.0
1:13.0, ,25-20,J. Butler makes 3-pt jump shot from 24 ft (assist by G. Vincent),,1,20,25,-5,647.0
0:49.0,C. Boucher misses 2-pt jump shot from 18 ft,25-20, ,,1,20,25,-5,671.0
0:45.0, ,25-20,Defensive rebound by T. Herro,,1,20,25,-5,675.0
0:42.0, ,25-20,Shooting foul by C. Boucher (drawn by T. Herro),,1,20,25,-5,678.0
0:42.0, ,25-21,T. Herro makes free throw 1 of 2,,1,21,25,-4,678.0
0:42.0,F. VanVleet enters the game for G. Trent,25-21, ,,1,21,25,-4,678.0
0:42.0, ,25-21,H. Highsmith enters the game for J. Butler,,1,21,25,-4,678.0
0:42.0, ,25-22,T. Herro makes free throw 2 of 2,,1,22,25,-3,678.0
0:42.0, ,25-22,M. Strus enters the game for T. Herro,,1,22,25,-3,678.0
0:39.0,Turnover by P. Siakam (bad pass; steal by H. Highsmith),25-22, ,,1,22,25,-3,681.0
0:37.0, ,25-22,Turnover by H. Highsmith (bad pass; steal by P. Siakam),,1,22,25,-3,683.0
0:32.0,Shooting foul by G. Vincent (drawn by F. VanVleet),25-22, ,,1,22,25,-3,688.0
0:32.0,F. VanVleet misses free throw 1 of 3,25-22, ,,1,22,25,-3,688.0
0:32.0,Offensive rebound by Team,25-22, ,,1,22,25,-3,688.0
0:32.0,F. VanVleet makes free throw 2 of 3,26-22, ,,1,22,26,-4,688.0
0:32.0,F. VanVleet makes free throw 3 of 3,27-22, ,,1,22,27,-5,688.0
0:22.0, ,27-22,Shooting foul by D. Banton (drawn by G. Vincent),,1,22,27,-5,698.0
0:22.0, ,27-22,G. Vincent misses free throw 1 of 2,,1,22,27,-5,698.0
0:22.0, ,27-22,Offensive rebound by Team,,1,22,27,-5,698.0
0:22.0, ,27-23,G. Vincent makes free throw 2 of 2,,1,23,27,-4,698.0
0:03.0,P. Siakam misses 2-pt layup from 11 ft (block by B. Adebayo),27-23, ,,1,23,27,-4,717.0
0:02.0, ,27-23,Defensive rebound by B. Adebayo,,1,23,27,-4,718.0
0:00.0,End of 1st quarter,27-23,,,1,23,27,-4,720.0
12:00.0,Start of 2nd quarter,27-23,,,2,23,27,-4,720.0
11:41.0,Turnover by F. VanVleet (bad pass; steal by H. Highsmith),27-23, ,,2,23,27,-4,739.0
11:41.0, ,27-23,Personal foul by C. Boucher (drawn by H. Highsmith),,2,23,27,-4,739.0
11:41.0, ,27-24,D. Robinson makes free throw 1 of 1,,2,24,27,-3,739.0
11:24.0, ,27-24,B. Adebayo misses 2-pt jump shot from 13 ft,,2,24,27,-3,756.0
11:20.0,Defensive rebound by D. Banton,27-24, ,,2,24,27,-3,760.0
11:12.0,P. Achiuwa misses 2-pt layup from 6 ft,27-24, ,,2,24,27,-3,768.0
11:12.0,Offensive rebound by P. Achiuwa,27-24, ,,2,24,27,-3,768.0
11:11.0,P. Achiuwa makes 2-pt layup from 4 ft,29-24, ,,2,24,29,-5,769.0
10:59.0, ,29-26,B. Adebayo makes 2-pt dunk from 4 ft (assist by G. Vincent),,2,26,29,-3,781.0
10:59.0, ,29-26,Shooting foul by C. Boucher (drawn by B. Adebayo),,2,26,29,-3,781.0
10:59.0, ,29-27,B. Adebayo makes free throw 1 of 1,,2,27,29,-2,781.0
10:35.0,F. VanVleet misses 2-pt layup from 2 ft,29-27, ,,2,27,29,-2,805.0
10:32.0,Offensive rebound by F. VanVleet,29-27, ,,2,27,29,-2,808.0
10:32.0,F. VanVleet misses 2-pt layup from 6 ft,29-27, ,,2,27,29,-2,808.0
10:32.0,Offensive rebound by C. Boucher,29-27, ,,2,27,29,-2,808.0
10:31.0,C. Boucher makes 2-pt layup at rim,31-27, ,,2,27,31,-4,809.0
10:18.0, ,31-27,D. Robinson misses 3-pt jump shot from 28 ft,,2,27,31,-4,822.0
10:15.0,Defensive rebound by P. Achiuwa,31-27, ,,2,27,31,-4,825.0
10:10.0,C. Boucher makes 3-pt jump shot from 24 ft (assist by D. Banton),34-27, ,,2,27,34,-7,830.0
9:55.0, ,34-30,D. Robinson makes 3-pt jump shot from 24 ft (assist by G. Vincent),,2,30,34,-4,845.0
9:34.0,D. Banton misses 3-pt jump shot from 27 ft,34-30, ,,2,30,34,-4,866.0
9:31.0, ,34-30,Defensive rebound by B. Adebayo,,2,30,34,-4,869.0
9:25.0, ,34-30,Shooting foul by C. Boucher (drawn by B. Adebayo),,2,30,34,-4,875.0
9:25.0, ,34-31,B. Adebayo makes free throw 1 of 2,,2,31,34,-3,875.0
9:25.0,K. Birch enters the game for C. Boucher,34-31, ,,2,31,34,-3,875.0
9:25.0, ,34-32,B. Adebayo makes free throw 2 of 2,,2,32,34,-2,875.0
9:16.0,Shooting foul by H. Highsmith (drawn by F. VanVleet),34-32, ,,2,32,34,-2,884.0
9:16.0,F. VanVleet makes free throw 1 of 2,35-32, ,,2,32,35,-3,884.0
9:16.0,F. VanVleet makes free throw 2 of 2,36-32, ,,2,32,36,-4,884.0
8:52.0, ,36-32,B. Adebayo misses 2-pt jump shot from 10 ft,,2,32,36,-4,908.0
8:50.0,Defensive rebound by P. Achiuwa,36-32, ,,2,32,36,-4,910.0
8:47.0,F. VanVleet misses 2-pt jump shot from 11 ft,36-32, ,,2,32,36,-4,913.0
8:43.0, ,36-32,Defensive rebound by H. Highsmith,,2,32,36,-4,917.0
8:42.0, ,36-32,Personal foul by K. Birch (drawn by B. Adebayo),,2,32,36,-4,918.0
8:38.0, ,36-32,M. Strus misses 2-pt layup from 2 ft (block by P. Achiuwa),,2,32,36,-4,922.0
8:35.0,Defensive rebound by P. Achiuwa,36-32, ,,2,32,36,-4,925.0
8:24.0,Shooting foul by D. Robinson (drawn by O. Anunoby),36-32, ,,2,32,36,-4,936.0
8:24.0,O. Anunoby misses free throw 1 of 2,36-32, ,,2,32,36,-4,936.0
8:24.0,Offensive rebound by Team,36-32, ,,2,32,36,-4,936.0
8:24.0,G. Trent enters the game for D. Banton,36-32, ,,2,32,36,-4,936.0
8:24.0, ,36-32,K. Lowry enters the game for D. Robinson,,2,32,36,-4,936.0
8:24.0,O. Anunoby makes free throw 2 of 2,37-32, ,,2,32,37,-5,936.0
8:10.0, ,37-32,H. Highsmith misses 2-pt jump shot from 9 ft,,2,32,37,-5,950.0
8:06.0, ,37-32,Offensive rebound by B. Adebayo,,2,32,37,-5,954.0
8:02.0, ,37-34,M. Strus makes 2-pt jump shot from 5 ft (assist by G. Vincent),,2,34,37,-3,958.0
8:02.0,Violation by Team (def goaltending),37-34, ,,2,34,37,-3,958.0
7:50.0,G. Trent misses 3-pt jump shot from 23 ft,37-34, ,,2,34,37,-3,970.0
7:47.0,Offensive rebound by P. Achiuwa,37-34, ,,2,34,37,-3,973.0
7:40.0,P. Achiuwa misses 2-pt jump shot from 21 ft,37-34, ,,2,34,37,-3,980.0
7:36.0, ,37-34,Defensive rebound by M. Strus,,2,34,37,-3,984.0
7:34.0, ,37-34,Turnover by H. Highsmith (bad pass),,2,34,37,-3,986.0
7:15.0,O. Anunoby misses 3-pt jump shot from 26 ft,37-34, ,,2,34,37,-3,1005.0
7:12.0, ,37-34,Defensive rebound by M. Strus,,2,34,37,-3,1008.0
7:08.0, ,37-34,M. Strus misses 3-pt jump shot from 29 ft,,2,34,37,-3,1012.0
7:04.0,Defensive rebound by O. Anunoby,37-34, ,,2,34,37,-3,1016.0
6:59.0,Toronto full timeout,37-34, ,,2,34,37,-3,1021.0
6:59.0,P. Siakam enters the game for P. Achiuwa,37-34, ,,2,34,37,-3,1021.0
6:59.0, ,37-34,J. Butler enters the game for B. Adebayo,,2,34,37,-3,1021.0
6:59.0, ,37-34,D. Dedmon enters the game for H. Highsmith,,2,34,37,-3,1021.0
6:59.0, ,37-34,T. Herro enters the game for M. Strus,,2,34,37,-3,1021.0
6:43.0,P. Siakam misses 2-pt jump shot from 16 ft,37-34, ,,2,34,37,-3,1037.0
6:43.0,Offensive rebound by K. Birch,37-34, ,,2,34,37,-3,1037.0
6:43.0,Personal foul by K. Lowry (drawn by K. Birch),37-34, ,,2,34,37,-3,1037.0
6:31.0,G. Trent makes 3-pt jump shot from 26 ft,40-34, ,,2,34,40,-6,1049.0
6:07.0, ,40-34,G. Vincent misses 2-pt jump shot from 16 ft,,2,34,40,-6,1073.0
6:04.0,Defensive rebound by P. Siakam,40-34, ,,2,34,40,-6,1076.0
5:53.0,K. Birch misses 2-pt jump shot from 9 ft,40-34, ,,2,34,40,-6,1087.0
5:48.0, ,40-34,Defensive rebound by D. Dedmon,,2,34,40,-6,1092.0
5:37.0, ,40-34,J. Butler misses 2-pt jump shot from 10 ft,,2,34,40,-6,1103.0
5:35.0, ,40-34,Offensive rebound by J. Butler,,2,34,40,-6,1105.0
5:32.0, ,40-34,J. Butler misses 2-pt jump shot from 11 ft,,2,34,40,-6,1108.0
5:32.0,Defensive rebound by P. Siakam,40-34, ,,2,34,40,-6,1108.0
5:27.0,F. VanVleet makes 3-pt jump shot from 25 ft (assist by G. Trent),43-34, ,,2,34,43,-9,1113.0
5:07.0, ,43-34,T. Herro misses 2-pt layup from 7 ft,,2,34,43,-9,1133.0
5:05.0,Defensive rebound by P. Siakam,43-34, ,,2,34,43,-9,1135.0
5:03.0,G. Trent makes 2-pt layup from 3 ft (assist by F. VanVleet),45-34, ,,2,34,45,-11,1137.0
5:01.0, ,45-34,Miami full timeout,,2,34,45,-11,1139.0
5:01.0, ,45-34,M. Strus enters the game for G. Vincent,,2,34,45,-11,1139.0
4:36.0, ,45-37,K. Lowry makes 3-pt jump shot from 23 ft (assist by T. Herro),,2,37,45,-8,1164.0
4:15.0,K. Birch makes 2-pt jump shot from 7 ft (assist by F. VanVleet),47-37, ,,2,37,47,-10,1185.0
3:56.0, ,47-37,T. Herro misses 3-pt jump shot from 27 ft (block by P. Siakam),,2,37,47,-10,1204.0
3:52.0,Defensive rebound by K. Birch,47-37, ,,2,37,47,-10,1208.0
3:50.0,Offensive foul by O. Anunoby (drawn by K. Lowry),47-37, ,,2,37,47,-10,1210.0
3:50.0,Turnover by O. Anunoby (offensive foul),47-37, ,,2,37,47,-10,1210.0
3:50.0,P. Achiuwa enters the game for O. Anunoby,47-37, ,,2,37,47,-10,1210.0
3:50.0,D. Banton enters the game for F. VanVleet,47-37, ,,2,37,47,-10,1210.0
3:50.0, ,47-37,B. Adebayo enters the game for D. Dedmon,,2,37,47,-10,1210.0
3:33.0, ,47-37,M. Strus misses 3-pt jump shot from 23 ft,,2,37,47,-10,1227.0
3:28.0, ,47-37,Offensive rebound by T. Herro,,2,37,47,-10,1232.0
3:20.0, ,47-39,J. Butler makes 2-pt jump shot from 7 ft (assist by T. Herro),,2,39,47,-8,1240.0
3:07.0,G. Trent misses 3-pt jump shot from 26 ft,47-39, ,,2,39,47,-8,1253.0
3:04.0, ,47-39,Defensive rebound by T. Herro,,2,39,47,-8,1256.0
3:03.0, ,47-41,J. Butler makes 2-pt dunk from 4 ft (assist by T. Herro),,2,41,47,-6,1257.0
2:51.0,Toronto full timeout,47-41, ,,2,41,47,-6,1269.0
2:51.0,C. Koloko enters the game for K. Birch,47-41, ,,2,41,47,-6,1269.0
2:42.0,P. Siakam misses 2-pt jump shot from 16 ft,47-41, ,,2,41,47,-6,1278.0
2:36.0, ,47-41,Defensive rebound by K. Lowry,,2,41,47,-6,1284.0
2:34.0, ,47-41,M. Strus misses 3-pt jump shot from 26 ft,,2,41,47,-6,1286.0
2:31.0, ,47-41,Offensive rebound by B. Adebayo,,2,41,47,-6,1289.0
2:30.0, ,47-41,B. Adebayo misses 2-pt layup from 4 ft,,2,41,47,-6,1290.0
2:25.0,Defensive rebound by D. Banton,47-41, ,,2,41,47,-6,1295.0
2:18.0,Shooting foul by K. Lowry (drawn by P. Siakam),47-41, ,,2,41,47,-6,1302.0
2:18.0,P. Siakam misses free throw 1 of 2,47-41, ,,2,41,47,-6,1302.0
2:18.0,Offensive rebound by Team,47-41, ,,2,41,47,-6,1302.0
2:18.0,P. Siakam makes free throw 2 of 2,48-41, ,,2,41,48,-7,1302.0
2:18.0,F. VanVleet enters the game for D. Banton,48-41, ,,2,41,48,-7,1302.0
2:04.0, ,48-41,T. Herro misses 2-pt layup from 6 ft (block by P. Siakam),,2,41,48,-7,1316.0
2:04.0, ,48-41,Offensive rebound by Team,,2,41,48,-7,1316.0
1:53.0, ,48-41,K. Lowry misses 3-pt jump shot from 28 ft,,2,41,48,-7,1327.0
1:49.0,Defensive rebound by P. Siakam,48-41, ,,2,41,48,-7,1331.0
1:43.0,P. Siakam misses 2-pt layup from 2 ft,48-41, ,,2,41,48,-7,1337.0
1:41.0, ,48-41,Defensive rebound by T. Herro,,2,41,48,-7,1339.0
1:38.0, ,48-41,B. Adebayo misses 2-pt dunk from 3 ft,,2,41,48,-7,1342.0
1:38.0,Defensive rebound by F. VanVleet,48-41, ,,2,41,48,-7,1342.0
1:29.0,G. Trent misses 3-pt jump shot from 28 ft,48-41, ,,2,41,48,-7,1351.0
1:26.0,Offensive rebound by P. Achiuwa,48-41, ,,2,41,48,-7,1354.0
1:25.0,P. Achiuwa misses 2-pt layup from 3 ft,48-41, ,,2,41,48,-7,1355.0
1:24.0, ,48-41,Defensive rebound by M. Strus,,2,41,48,-7,1356.0
1:16.0, ,48-41,K. Lowry misses 3-pt jump shot from 26 ft,,2,41,48,-7,1364.0
1:16.0,Defensive rebound by P. Achiuwa,48-41, ,,2,41,48,-7,1364.0
0:58.0,P. Siakam misses 3-pt jump shot from 26 ft,48-41, ,,2,41,48,-7,1382.0
0:54.0, ,48-41,Defensive rebound by T. Herro,,2,41,48,-7,1386.0
0:47.0, ,48-41,Personal foul by C. Koloko (drawn by K. Lowry),,2,41,48,-7,1393.0
0:47.0, ,48-42,K. Lowry makes free throw 1 of 2,,2,42,48,-6,1393.0
0:47.0, ,48-43,K. Lowry makes free throw 2 of 2,,2,43,48,-5,1393.0
0:28.0,G. Trent misses 3-pt jump shot from 26 ft,48-43, ,,2,43,48,-5,1412.0
0:26.0, ,48-43,Defensive rebound by B. Adebayo,,2,43,48,-5,1414.0
0:09.0, ,48-43,Turnover by J. Butler (bad pass),,2,43,48,-5,1431.0
0:02.0,P. Siakam misses 2-pt layup from 2 ft,48-43, ,,2,43,48,-5,1438.0
0:02.0, ,48-43,Defensive rebound by T. Herro,,2,43,48,-5,1438.0
0:00.0,End of 2nd quarter,48-43,,,2,43,48,-5,1440.0
12:00.0,Start of 3rd quarter,48-43,,,3,43,48,-5,1440.0
11:43.0,Turnover by P. Siakam (bad pass; steal by T. Herro),48-43, ,,3,43,48,-5,1457.0
11:40.0, ,48-45,T. Herro makes 2-pt dunk from 4 ft,,3,45,48,-3,1460.0
11:25.0,Turnover by F. VanVleet (bad pass; steal by B. Adebayo),48-45, ,,3,45,48,-3,1475.0
11:19.0, ,48-45,J. Butler misses 2-pt layup from 4 ft (block by C. Koloko),,3,45,48,-3,1481.0
11:15.0,Defensive rebound by O. Anunoby,48-45, ,,3,45,48,-3,1485.0
11:15.0,Shooting foul by T. Herro (drawn by F. VanVleet),48-45, ,,3,45,48,-3,1485.0
11:15.0,F. VanVleet makes free throw 1 of 2,49-45, ,,3,45,49,-4,1485.0
11:15.0,F. VanVleet makes free throw 2 of 2,50-45, ,,3,45,50,-5,1485.0
10:58.0, ,50-45,J. Butler misses 2-pt jump shot from 14 ft,,3,45,50,-5,1502.0
10:53.0,Defensive rebound by C. Koloko,50-45, ,,3,45,50,-5,1507.0
10:43.0,P. Siakam makes 3-pt jump shot from 27 ft (assist by F. VanVleet),53-45, ,,3,45,53,-8,1517.0
10:19.0, ,53-45,K. Lowry misses 3-pt jump shot from 23 ft,,3,45,53,-8,1541.0
10:15.0, ,53-45,Offensive rebound by B. Adebayo,,3,45,53,-8,1545.0
10:14.0, ,53-48,T. Herro makes 3-pt jump shot from 26 ft (assist by J. Butler),,3,48,53,-5,1546.0
10:00.0,P. Siakam misses 3-pt jump shot from 25 ft,53-48, ,,3,48,53,-5,1560.0
10:00.0, ,53-48,Defensive rebound by T. Herro,,3,48,53,-5,1560.0
9:43.0, ,53-48,B. Adebayo misses 2-pt layup from 3 ft,,3,48,53,-5,1577.0
9:39.0,Defensive rebound by O. Anunoby,53-48, ,,3,48,53,-5,1581.0
9:31.0,F. VanVleet misses 2-pt layup from 5 ft (block by B. Adebayo),53-48, ,,3,48,53,-5,1589.0
9:31.0, ,53-48,Defensive rebound by B. Adebayo,,3,48,53,-5,1589.0
9:24.0, ,53-48,T. Herro misses 3-pt jump shot from 29 ft,,3,48,53,-5,1596.0
9:19.0,Defensive rebound by O. Anunoby,53-48, ,,3,48,53,-5,1601.0
9:15.0,Personal foul by J. Butler (drawn by F. VanVleet),53-48, ,,3,48,53,-5,1605.0
9:05.0,F. VanVleet makes 3-pt jump shot from 27 ft (assist by P. Siakam),56-48, ,,3,48,56,-8,1615.0
8:46.0, ,56-50,B. Adebayo makes 2-pt layup from 3 ft (assist by K. Lowry),,3,50,56,-6,1634.0
8:46.0, ,56-50,Shooting foul by C. Koloko (drawn by B. Adebayo),,3,50,56,-6,1634.0
8:46.0, ,56-51,B. Adebayo makes free throw 1 of 1,,3,51,56,-5,1634.0
8:30.0,G. Trent misses 3-pt jump shot from 27 ft,56-51, ,,3,51,56,-5,1650.0
8:26.0, ,56-51,Defensive rebound by J. Butler,,3,51,56,-5,1654.0
8:24.0, ,56-53,M. Strus makes 2-pt layup from 3 ft (assist by J. Butler),,3,53,56,-3,1656.0
8:18.0,Violation by Team (kicked ball),56-53, ,,3,53,56,-3,1662.0
8:06.0, ,56-55,J. Butler makes 2-pt layup from 4 ft (assist by B. Adebayo),,3,55,56,-1,1674.0
7:48.0,Offensive foul by P. Siakam (drawn by J. Butler),56-55, ,,3,55,56,-1,1692.0
7:48.0,Turnover by P. Siakam (offensive foul),56-55, ,,3,55,56,-1,1692.0
7:36.0, ,56-55,Shooting foul by O. Anunoby (drawn by B. Adebayo),,3,55,56,-1,1704.0
7:36.0, ,56-56,B. Adebayo makes free throw 1 of 2,Tie,3,56,56,0,1704.0
7:36.0,P. Achiuwa enters the game for O. Anunoby,56-56, ,,3,56,56,0,1704.0
7:36.0,C. Boucher enters the game for C. Koloko,56-56, ,,3,56,56,0,1704.0
7:36.0, ,56-57,B. Adebayo makes free throw 2 of 2,Lead change,3,57,56,1,1704.0
7:16.0,P. Achiuwa misses 2-pt jump shot from 11 ft,56-57, ,,3,57,56,1,1724.0
7:14.0, ,56-57,Defensive rebound by K. Lowry,,3,57,56,1,1726.0
7:08.0, ,56-57,M. Strus misses 3-pt jump shot from 23 ft,,3,57,56,1,1732.0
7:05.0, ,56-57,Offensive rebound by J. Butler,,3,57,56,1,1735.0
6:55.0, ,56-57,Shooting foul by P. Achiuwa (drawn by T. Herro),,3,57,56,1,1745.0
6:55.0, ,56-57,Miami full timeout,,3,57,56,1,1745.0
6:55.0, ,56-58,T. Herro makes free throw 1 of 2,,3,58,56,2,1745.0
6:55.0, ,56-59,T. Herro makes free throw 2 of 2,,3,59,56,3,1745.0
6:35.0,F. VanVleet misses 3-pt jump shot from 26 ft,56-59, ,,3,59,56,3,1765.0
6:31.0, ,56-59,Defensive rebound by J. Butler,,3,59,56,3,1769.0
6:15.0, ,56-59,T. Herro misses 3-pt jump shot from 23 ft,,3,59,56,3,1785.0
6:13.0,Defensive rebound by P. Achiuwa,56-59, ,,3,59,56,3,1787.0
6:04.0,Shooting foul by M. Strus (drawn by P. Siakam),56-59, ,,3,59,56,3,1796.0
