Time,Phoenix,Score,Miami,Event,Quarter,MiamiScore,OpponentScore,PointDifference,ElapsedTime
4:26.0, ,49-49,G. Vincent makes 2-pt layup from 3 ft (assist by B. Adebayo),Tie,2,49,49,0,1174.0
4:13.0,C. Payne misses 3-pt jump shot from 27 ft,49-49, ,,2,49,49,0,1187.0
4:10.0,Offensive rebound by D. Ayton,49-49, ,,2,49,49,0,1190.0
3:57.0,M. Bridges makes 2-pt jump shot from 11 ft,51-49, ,,2,49,51,-2,1203.0
3:40.0, ,51-51,B. Adebayo makes 2-pt jump shot from 8 ft,Tie,2,51,51,0,1220.0
3:17.0,M. Bridges misses 2-pt layup from 1 ft,51-51, ,,2,51,51,0,1243.0
3:13.0, ,51-51,Defensive rebound by C. Martin,,2,51,51,0,1247.0
3:09.0, ,51-51,D. Robinson misses 3-pt jump shot from 23 ft,,2,51,51,0,1251.0
3:06.0, ,51-51,Offensive rebound by B. Adebayo,,2,51,51,0,1254.0
3:04.0, ,51-51,B. Adebayo misses 2-pt hook shot from 4 ft,,2,51,51,0,1256.0
3:00.0,Defensive rebound by D. Ayton,51-51, ,,2,51,51,0,1260.0
2:53.0,C. Payne misses 3-pt jump shot from 26 ft,51-51, ,,2,51,51,0,1267.0
2:50.0, ,51-51,Defensive rebound by C. Martin,,2,51,51,0,1270.0
2:44.0, ,51-53,K. Lowry makes 2-pt layup from 2 ft,Lead change,2,53,51,2,1276.0
2:30.0,D. Booker makes 2-pt jump shot from 20 ft,53-53, ,Tie,2,53,53,0,1290.0
2:18.0, ,53-53,Miami full timeout,,2,53,53,0,1302.0
2:18.0, ,53-53,J. Butler enters the game for D. Robinson,,2,53,53,0,1302.0
2:18.0, ,53-53,M. Strus enters the game for G. Vincent,,2,53,53,0,1302.0
2:01.0, ,53-56,K. Lowry makes 3-pt jump shot from 23 ft (assist by J. Butler),,2,56,53,3,1319.0
1:40.0,D. Booker makes 2-pt jump shot from 16 ft (assist by M. Bridges),55-56, ,,2,56,55,1,1340.0
1:29.0, ,55-56,Personal foul by C. Payne (drawn by K. Lowry),,2,56,55,1,1351.0
1:16.0, ,55-56,Personal foul by T. Craig (drawn by B. Adebayo),,2,56,55,1,1364.0
1:16.0, ,55-56,B. Adebayo misses free throw 1 of 2,,2,56,55,1,1364.0
1:16.0, ,55-56,Offensive rebound by Team,,2,56,55,1,1364.0
1:16.0,D. Lee enters the game for T. Craig,55-56, ,,2,56,55,1,1364.0
1:16.0, ,55-57,B. Adebayo makes free throw 2 of 2,,2,57,55,2,1364.0
0:55.0,D. Ayton makes 2-pt hook shot from 6 ft (assist by M. Bridges),57-57, ,Tie,2,57,57,0,1385.0
0:48.0, ,57-57,Personal foul by C. Payne (drawn by K. Lowry),,2,57,57,0,1392.0
0:48.0, ,57-57,K. Lowry misses free throw 1 of 2,,2,57,57,0,1392.0
0:48.0, ,57-57,Offensive rebound by Team,,2,57,57,0,1392.0
0:48.0, ,57-58,K. Lowry makes free throw 2 of 2,,2,58,57,1,1392.0
0:26.0,D. Lee misses 3-pt jump shot from 25 ft,57-58, ,,2,58,57,1,1414.0
0:22.0, ,57-58,Defensive rebound by J. Butler,,2,58,57,1,1418.0
0:03.0, ,57-58,J. Butler misses 2-pt jump shot from 17 ft,,2,58,57,1,1437.0
0:00.0,Defensive rebound by C. Payne,57-58, ,,2,58,57,1,1440.0
0:00.0,End of 2nd quarter,57-58,,,2,58,57,1,1440.0
12:00.0,Start of 3rd quarter,57-58,,,3,58,57,1,1440.0
11:42.0,M. Bridges makes 2-pt jump shot from 8 ft (assist by C. Payne),59-58, ,Lead change,3,58,59,-1,1458.0
11:26.0, ,59-58,M. Strus misses 3-pt jump shot from 26 ft,,3,58,59,-1,1474.0
11:26.0,Defensive rebound by D. Booker,59-58, ,,3,58,59,-1,1474.0
11:11.0,Shooting foul by K. Lowry (drawn by T. Craig),59-58, ,,3,58,59,-1,1489.0
11:11.0,T. Craig makes free throw 1 of 2,60-58, ,,3,58,60,-2,1489.0
11:11.0,T. Craig misses free throw 2 of 2,60-58, ,,3,58,60,-2,1489.0
11:09.0, ,60-58,Defensive rebound by M. Strus,,3,58,60,-2,1491.0
10:54.0, ,60-58,B. Adebayo misses 2-pt jump shot from 9 ft,,3,58,60,-2,1506.0
10:51.0,Defensive rebound by D. Ayton,60-58, ,,3,58,60,-2,1509.0
10:44.0,C. Payne makes 2-pt jump shot from 12 ft,62-58, ,,3,58,62,-4,1516.0
10:26.0, ,62-58,K. Lowry misses 2-pt layup from 2 ft,,3,58,62,-4,1534.0
10:26.0, ,62-58,Offensive rebound by K. Lowry,,3,58,62,-4,1534.0
10:20.0, ,62-58,K. Lowry misses 2-pt jump shot from 11 ft,,3,58,62,-4,1540.0
10:18.0, ,62-58,Offensive rebound by B. Adebayo,,3,58,62,-4,1542.0
10:18.0, ,62-58,B. Adebayo misses 2-pt layup from 2 ft,,3,58,62,-4,1542.0
10:17.0, ,62-58,Offensive rebound by B. Adebayo,,3,58,62,-4,1543.0
10:16.0, ,62-58,Shooting foul by D. Ayton (drawn by B. Adebayo),,3,58,62,-4,1544.0
10:16.0, ,62-59,B. Adebayo makes free throw 1 of 2,,3,59,62,-3,1544.0
10:16.0, ,62-60,B. Adebayo makes free throw 2 of 2,,3,60,62,-2,1544.0
10:00.0,D. Booker misses 3-pt jump shot from 25 ft,62-60, ,,3,60,62,-2,1560.0
9:56.0, ,62-60,Defensive rebound by J. Butler,,3,60,62,-2,1564.0
9:51.0, ,62-60,Shooting foul by D. Booker (drawn by B. Adebayo),,3,60,62,-2,1569.0
9:51.0, ,62-61,B. Adebayo makes free throw 1 of 2,,3,61,62,-1,1569.0
9:51.0, ,62-61,B. Adebayo misses free throw 2 of 2,,3,61,62,-1,1569.0
9:49.0,Defensive rebound by T. Craig,62-61, ,,3,61,62,-1,1571.0
9:32.0,M. Bridges makes 3-pt jump shot from 25 ft (assist by D. Booker),65-61, ,,3,61,65,-4,1588.0
9:21.0, ,65-63,K. Lowry makes 2-pt layup from 2 ft (assist by C. Martin),,3,63,65,-2,1599.0
9:09.0,C. Payne misses 3-pt jump shot from 24 ft,65-63, ,,3,63,65,-2,1611.0
9:07.0, ,65-63,Defensive rebound by J. Butler,,3,63,65,-2,1613.0
9:01.0, ,65-63,Offensive foul by B. Adebayo (drawn by T. Craig),,3,63,65,-2,1619.0
9:01.0, ,65-63,Turnover by B. Adebayo (offensive foul),,3,63,65,-2,1619.0
8:45.0,D. Booker makes 2-pt jump shot from 16 ft (assist by D. Ayton),67-63, ,,3,63,67,-4,1635.0
8:26.0, ,67-63,B. Adebayo misses 2-pt jump shot from 6 ft,,3,63,67,-4,1654.0
8:23.0, ,67-63,Offensive rebound by J. Butler,,3,63,67,-4,1657.0
8:22.0, ,67-66,C. Martin makes 3-pt jump shot from 24 ft (assist by J. Butler),,3,66,67,-1,1658.0
8:10.0,C. Payne makes 2-pt jump shot from 12 ft,69-66, ,,3,66,69,-3,1670.0
7:50.0, ,69-66,B. Adebayo misses 2-pt jump shot from 8 ft,,3,66,69,-3,1690.0
7:50.0, ,69-66,Offensive rebound by Team,,3,66,69,-3,1690.0
7:48.0,Loose ball foul by C. Payne (drawn by M. Strus),69-66, ,,3,66,69,-3,1692.0
7:41.0, ,69-66,Turnover by K. Lowry (lost ball; steal by C. Payne),,3,66,69,-3,1699.0
7:26.0,M. Bridges makes 2-pt jump shot from 6 ft,71-66, ,,3,66,71,-5,1714.0
7:10.0, ,71-66,K. Lowry misses 3-pt jump shot from 26 ft,,3,66,71,-5,1730.0
7:05.0, ,71-66,Offensive rebound by B. Adebayo,,3,66,71,-5,1735.0
7:05.0, ,71-68,B. Adebayo makes 2-pt dunk at rim,,3,68,71,-3,1735.0
7:01.0,Offensive foul by D. Ayton (drawn by B. Adebayo),71-68, ,,3,68,71,-3,1739.0
7:01.0,Turnover by D. Ayton (offensive foul),71-68, ,,3,68,71,-3,1739.0
6:43.0, ,71-70,J. Butler makes 2-pt jump shot from 10 ft,,3,70,71,-1,1757.0
6:32.0,Personal foul by M. Strus (drawn by D. Booker),71-70, ,,3,70,71,-1,1768.0
6:32.0, ,71-70,Miami full timeout,,3,70,71,-1,1768.0
6:20.0,C. Payne misses 3-pt jump shot from 27 ft,71-70, ,,3,70,71,-1,1780.0
6:14.0,Offensive rebound by D. Ayton,71-70, ,,3,70,71,-1,1786.0
6:14.0,D. Ayton makes 2-pt layup at rim,73-70, ,,3,70,73,-3,1786.0
6:05.0, ,73-70,Personal foul by C. Payne (drawn by B. Adebayo),,3,70,73,-3,1795.0
6:05.0,D. Washington enters the game for C. Payne,73-70, ,,3,70,73,-3,1795.0
5:55.0, ,73-70,J. Butler misses 2-pt jump shot from 16 ft,,3,70,73,-3,1805.0
5:51.0,Defensive rebound by M. Bridges,73-70, ,,3,70,73,-3,1809.0
5:38.0,T. Craig misses 3-pt jump shot from 23 ft,73-70, ,,3,70,73,-3,1822.0
5:33.0,Offensive rebound by D. Ayton,73-70, ,,3,70,73,-3,1827.0
5:28.0,D. Booker makes 2-pt layup from 2 ft (assist by D. Washington),75-70, ,,3,70,75,-5,1832.0
5:16.0, ,75-70,Personal foul by D. Booker (drawn by K. Lowry),,3,70,75,-5,1844.0
5:16.0, ,75-71,K. Lowry makes free throw 1 of 2,,3,71,75,-4,1844.0
5:16.0, ,75-71,D. Dedmon enters the game for B. Adebayo,,3,71,75,-4,1844.0
5:16.0, ,75-71,D. Robinson enters the game for C. Martin,,3,71,75,-4,1844.0
5:16.0, ,75-71,G. Vincent enters the game for M. Strus,,3,71,75,-4,1844.0
5:16.0, ,75-72,K. Lowry makes free throw 2 of 2,,3,72,75,-3,1844.0
4:56.0,D. Washington misses 2-pt layup from 8 ft (block by D. Dedmon),75-72, ,,3,72,75,-3,1864.0
4:50.0,Offensive rebound by D. Ayton,75-72, ,,3,72,75,-3,1870.0
4:47.0,D. Ayton makes 2-pt dunk from 2 ft,77-72, ,,3,72,77,-5,1873.0
4:41.0, ,77-72,D. Robinson misses 3-pt jump shot from 25 ft,,3,72,77,-5,1879.0
4:41.0, ,77-72,Offensive rebound by J. Butler,,3,72,77,-5,1879.0
4:37.0, ,77-72,J. Butler misses 2-pt layup from 2 ft,,3,72,77,-5,1883.0
4:35.0, ,77-72,Offensive rebound by D. Dedmon,,3,72,77,-5,1885.0
4:34.0, ,77-74,D. Dedmon makes 2-pt hook shot from 1 ft,,3,74,77,-3,1886.0
4:18.0,D. Washington misses 3-pt jump shot from 25 ft,77-74, ,,3,74,77,-3,1902.0
4:18.0,Offensive rebound by D. Ayton,77-74, ,,3,74,77,-3,1902.0
4:10.0,D. Washington makes 3-pt jump shot from 23 ft (assist by T. Craig),80-74, ,,3,74,80,-6,1910.0
3:54.0, ,80-74,Turnover by K. Lowry (step out of bounds),,3,74,80,-6,1926.0
3:35.0,D. Ayton makes 2-pt hook shot from 8 ft,82-74, ,,3,74,82,-8,1945.0
3:35.0,Violation by Team (delay of game),82-74, ,,3,74,82,-8,1945.0
3:19.0, ,82-76,G. Vincent makes 2-pt jump shot from 7 ft,,3,76,82,-6,1961.0
3:01.0,D. Ayton makes 2-pt dunk from 2 ft (assist by D. Booker),84-76, ,,3,76,84,-8,1979.0
2:44.0, ,84-76,G. Vincent misses 2-pt jump shot from 15 ft,,3,76,84,-8,1996.0
2:44.0,Defensive rebound by Team,84-76, ,,3,76,84,-8,1996.0
2:44.0,Phoenix full timeout,84-76, ,,3,76,84,-8,1996.0
2:44.0,Instant Replay (Challenge: Ruling Stands),84-76, ,,3,76,84,-8,1996.0
2:44.0,Jump ball: D. Washington vs. D. Dedmon (D. Ayton gains possession),84-76,,,3,76,84,-8,1996.0
2:44.0,D. Lee enters the game for T. Craig,84-76, ,,3,76,84,-8,1996.0
2:44.0, ,84-76,M. Strus enters the game for K. Lowry,,3,76,84,-8,1996.0
2:35.0,D. Washington misses 2-pt layup from 4 ft,84-76, ,,3,76,84,-8,2005.0
2:30.0,Offensive rebound by M. Bridges,84-76, ,,3,76,84,-8,2010.0
2:25.0,M. Bridges misses 2-pt jump shot from 9 ft,84-76, ,,3,76,84,-8,2015.0
2:25.0,Offensive rebound by Team,84-76, ,,3,76,84,-8,2015.0
