Time,Cleveland,Score,Atlanta,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
9:15.0,Shooting foul by D. Murray (drawn by D. Mitchell),8-0, ,,1,0,8,-8,165.0
9:15.0,D. Mitchell makes free throw 1 of 2,9-0, ,,1,0,9,-9,165.0
9:15.0,D. Mitchell makes free throw 2 of 2,10-0, ,,1,0,10,-10,165.0
8:59.0, ,10-0,J. Johnson misses 3-pt jump shot from 23 ft,,1,0,10,-10,181.0
8:55.0, ,10-0,Offensive rebound by C. Capela,,1,0,10,-10,185.0
8:54.0, ,10-0,C. Capela misses 2-pt layup at rim,,1,0,10,-10,186.0
8:52.0, ,10-0,Offensive rebound by C. Capela,,1,0,10,-10,188.0
8:47.0, ,10-2,D. Murray makes 2-pt layup from 2 ft,,1,2,10,-8,193.0
8:36.0,D. Mitchell misses 3-pt jump shot from 26 ft,10-2, ,,1,2,10,-8,204.0
8:33.0, ,10-2,Defensive rebound by C. Capela,,1,2,10,-8,207.0
8:24.0, ,10-2,Turnover by T. Young (bad pass; steal by J. Allen),,1,2,10,-8,216.0
8:15.0,D. Mitchell makes 2-pt layup at rim,12-2, ,,1,2,12,-10,225.0
8:04.0, ,12-2,Turnover by S. Bey (traveling),,1,2,12,-10,236.0
8:04.0,S. Merrill enters the game for M. Strus,12-2, ,,1,2,12,-10,236.0
7:49.0,S. Merrill misses 3-pt jump shot from 25 ft,12-2, ,,1,2,12,-10,251.0
7:46.0, ,12-2,Defensive rebound by J. Johnson,,1,2,12,-10,254.0
7:39.0, ,12-4,D. Murray makes 2-pt jump shot from 2 ft (assist by J. Johnson),,1,4,12,-8,261.0
7:27.0,Offensive foul by J. Allen (drawn by D. Murray),12-4, ,,1,4,12,-8,273.0
7:27.0,Turnover by J. Allen (offensive foul),12-4, ,,1,4,12,-8,273.0
7:18.0, ,12-4,Turnover by C. Capela (traveling),,1,4,12,-8,282.0
7:07.0,S. Merrill makes 3-pt jump shot from 26 ft (assist by D. Mitchell),15-4, ,,1,4,15,-11,293.0
6:49.0, ,15-4,D. Murray misses 3-pt jump shot from 26 ft,,1,4,15,-11,311.0
6:48.0,Defensive rebound by Team,15-4, ,,1,4,15,-11,312.0
6:48.0, ,15-4,B. Bogdanović enters the game for J. Johnson,,1,4,15,-11,312.0
6:48.0, ,15-4,T. Forrest enters the game for T. Young,,1,4,15,-11,312.0
6:32.0,D. Mitchell misses 2-pt layup from 6 ft,15-4, ,,1,4,15,-11,328.0
6:28.0, ,15-4,Defensive rebound by D. Murray,,1,4,15,-11,332.0
6:12.0, ,15-4,T. Forrest misses 2-pt jump shot from 9 ft,,1,4,15,-11,348.0
6:11.0, ,15-4,Offensive rebound by C. Capela,,1,4,15,-11,349.0
6:11.0, ,15-4,C. Capela misses 2-pt hook shot from 8 ft,,1,4,15,-11,349.0
6:10.0, ,15-4,Offensive rebound by S. Bey,,1,4,15,-11,350.0
6:10.0, ,15-4,S. Bey misses 2-pt layup from 1 ft,,1,4,15,-11,350.0
6:09.0,Defensive rebound by S. Merrill,15-4, ,,1,4,15,-11,351.0
5:56.0,I. Okoro misses 3-pt jump shot from 23 ft,15-4, ,,1,4,15,-11,364.0
5:54.0, ,15-4,Defensive rebound by T. Forrest,,1,4,15,-11,366.0
5:41.0, ,15-6,D. Murray makes 2-pt layup from 3 ft,,1,6,15,-9,379.0
5:16.0,S. Merrill misses 3-pt jump shot from 25 ft,15-6, ,,1,6,15,-9,404.0
5:13.0, ,15-6,Defensive rebound by B. Bogdanović,,1,6,15,-9,407.0
5:04.0, ,15-8,C. Capela makes 2-pt hook shot from 5 ft (assist by B. Bogdanović),,1,8,15,-7,416.0
4:50.0,I. Okoro makes 3-pt jump shot from 24 ft (assist by D. Mitchell),18-8, ,,1,8,18,-10,430.0
4:36.0, ,18-10,B. Bogdanović makes 2-pt jump shot from 14 ft (assist by D. Murray),,1,10,18,-8,444.0
4:18.0,Offensive foul by J. Allen (drawn by C. Capela),18-10, ,,1,10,18,-8,462.0
4:18.0,Turnover by J. Allen (offensive foul),18-10, ,,1,10,18,-8,462.0
4:18.0,G. Niang enters the game for I. Okoro,18-10, ,,1,10,18,-8,462.0
4:18.0,C. Porter enters the game for D. Wade,18-10, ,,1,10,18,-8,462.0
4:18.0, ,18-10,P. Mills enters the game for C. Capela,,1,10,18,-8,462.0
4:18.0, ,18-10,O. Okongwu enters the game for T. Forrest,,1,10,18,-8,462.0
4:04.0, ,18-10,O. Okongwu misses 2-pt layup from 1 ft (block by J. Allen),,1,10,18,-8,476.0
4:02.0,Defensive rebound by S. Merrill,18-10, ,,1,10,18,-8,478.0
3:52.0,D. Mitchell misses 3-pt jump shot from 25 ft,18-10, ,,1,10,18,-8,488.0
3:47.0, ,18-10,Defensive rebound by D. Murray,,1,10,18,-8,493.0
3:40.0, ,18-10,D. Murray misses 2-pt layup from 2 ft,,1,10,18,-8,500.0
3:38.0, ,18-10,Offensive rebound by O. Okongwu,,1,10,18,-8,502.0
3:37.0, ,18-10,S. Bey misses 3-pt jump shot from 25 ft,,1,10,18,-8,503.0
3:37.0,Defensive rebound by J. Allen,18-10, ,,1,10,18,-8,503.0
3:24.0,G. Niang makes 2-pt layup from 1 ft (assist by J. Allen),20-10, ,,1,10,20,-10,516.0
3:14.0, ,20-10,Personal foul by S. Merrill (drawn by B. Bogdanović),,1,10,20,-10,526.0
3:14.0,I. Okoro enters the game for J. Allen,20-10, ,,1,10,20,-10,526.0
3:14.0,T. Thompson enters the game for D. Mitchell,20-10, ,,1,10,20,-10,526.0
3:14.0, ,20-10,J. Johnson enters the game for S. Bey,,1,10,20,-10,526.0
3:14.0, ,20-10,T. Young enters the game for D. Murray,,1,10,20,-10,526.0
3:09.0, ,20-10,B. Bogdanović misses 3-pt jump shot from 25 ft,,1,10,20,-10,531.0
3:05.0,Defensive rebound by T. Thompson,20-10, ,,1,10,20,-10,535.0
2:57.0,Turnover by C. Porter (bad pass; steal by B. Bogdanović),20-10, ,,1,10,20,-10,543.0
2:53.0, ,20-12,J. Johnson makes 2-pt dunk at rim (assist by B. Bogdanović),,1,12,20,-8,547.0
2:27.0,Shooting foul by O. Okongwu (drawn by C. Porter),20-12, ,,1,12,20,-8,573.0
2:27.0,C. Porter makes free throw 1 of 2,21-12, ,,1,12,21,-9,573.0
2:27.0,C. Porter makes free throw 2 of 2,22-12, ,,1,12,22,-10,573.0
2:10.0, ,22-12,B. Bogdanović misses 3-pt jump shot from 25 ft,,1,12,22,-10,590.0
2:07.0,Defensive rebound by G. Niang,22-12, ,,1,12,22,-10,593.0
2:05.0,Personal foul by P. Mills (drawn by S. Merrill),22-12, ,,1,12,22,-10,595.0
2:01.0,Offensive foul by S. Merrill (drawn by P. Mills),22-12, ,,1,12,22,-10,599.0
2:01.0,Turnover by S. Merrill (offensive foul),22-12, ,,1,12,22,-10,599.0
1:50.0, ,22-14,J. Johnson makes 2-pt jump shot from 11 ft (assist by T. Young),,1,14,22,-8,610.0
1:27.0,Turnover by I. Okoro (out of bounds lost ball),22-14, ,,1,14,22,-8,633.0
1:22.0, ,22-17,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by T. Young),,1,17,22,-5,638.0
1:07.0,S. Merrill misses 3-pt jump shot from 26 ft,22-17, ,,1,17,22,-5,653.0
1:05.0, ,22-17,Defensive rebound by B. Bogdanović,,1,17,22,-5,655.0
1:00.0, ,22-20,T. Young makes 3-pt jump shot from 26 ft,,1,20,22,-2,660.0
0:49.0,Def 3 sec tech foul by Team,22-20, ,,1,20,22,-2,671.0
0:49.0,S. Merrill makes technical free throw,23-20, ,,1,20,23,-3,671.0
0:44.0,I. Okoro misses 2-pt layup from 2 ft,23-20, ,,1,20,23,-3,676.0
0:41.0, ,23-20,Defensive rebound by J. Johnson,,1,20,23,-3,679.0
0:29.0, ,23-20,T. Young misses 2-pt layup from 2 ft,,1,20,23,-3,691.0
0:27.0,Defensive rebound by C. Porter,23-20, ,,1,20,23,-3,693.0
0:25.0,I. Okoro makes 2-pt dunk from 1 ft (assist by T. Thompson),25-20, ,,1,20,25,-5,695.0
0:01.0, ,25-20,Turnover by T. Young (bad pass; steal by I. Okoro),,1,20,25,-5,719.0
0:00.0,T. Thompson misses 3-pt jump shot from 77 ft,25-20, ,,1,20,25,-5,720.0
0:00.0,Offensive rebound by Team,25-20, ,,1,20,25,-5,720.0
0:00.0,End of 1st quarter,25-20,,,1,20,25,-5,720.0
12:00.0,Start of 2nd quarter,25-20,,,2,20,25,-5,720.0
11:51.0, ,25-23,T. Young makes 3-pt jump shot from 25 ft,,2,23,25,-2,729.0
11:25.0,T. Thompson makes 2-pt layup from 1 ft,27-23, ,,2,23,27,-4,755.0
11:14.0, ,27-23,J. Johnson misses 2-pt jump shot from 16 ft,,2,23,27,-4,766.0
11:12.0,Defensive rebound by I. Okoro,27-23, ,,2,23,27,-4,768.0
11:02.0,G. Niang makes 3-pt jump shot from 25 ft (assist by D. Mitchell),30-23, ,,2,23,30,-7,778.0
10:41.0, ,30-23,T. Young misses 2-pt jump shot from 19 ft,,2,23,30,-7,799.0
10:38.0,Defensive rebound by C. Porter,30-23, ,,2,23,30,-7,802.0
10:31.0,G. Niang misses 3-pt jump shot from 23 ft,30-23, ,,2,23,30,-7,809.0
10:31.0,Offensive rebound by Team,30-23, ,,2,23,30,-7,809.0
10:31.0, ,30-23,Loose ball foul by O. Okongwu (drawn by T. Thompson),,2,23,30,-7,809.0
10:31.0, ,30-23,G. Mathews enters the game for P. Mills,,2,23,30,-7,809.0
10:24.0,D. Mitchell makes 2-pt jump shot from 20 ft (assist by T. Thompson),32-23, ,,2,23,32,-9,816.0
10:12.0, ,32-23,Shooting foul by G. Niang (drawn by B. Bogdanović),,2,23,32,-9,828.0
10:12.0, ,32-24,B. Bogdanović makes free throw 1 of 2,,2,24,32,-8,828.0
10:12.0, ,32-24,B. Bogdanović misses free throw 2 of 2,,2,24,32,-8,828.0
10:10.0,Defensive rebound by T. Thompson,32-24, ,,2,24,32,-8,830.0
10:01.0,D. Mitchell misses 3-pt jump shot from 26 ft,32-24, ,,2,24,32,-8,839.0
9:58.0, ,32-24,Defensive rebound by O. Okongwu,,2,24,32,-8,842.0
9:52.0, ,32-24,G. Mathews misses 3-pt jump shot from 26 ft,,2,24,32,-8,848.0
9:52.0,Defensive rebound by G. Niang,32-24, ,,2,24,32,-8,848.0
9:42.0,C. Porter makes 2-pt jump shot from 11 ft,34-24, ,,2,24,34,-10,858.0
9:28.0, ,34-26,T. Young makes 2-pt layup from 2 ft,,2,26,34,-8,872.0
9:10.0,T. Thompson makes 2-pt hook shot from 2 ft (assist by C. Porter),36-26, ,,2,26,36,-10,890.0
8:56.0, ,36-26,J. Johnson misses 3-pt jump shot from 26 ft,,2,26,36,-10,904.0
8:54.0,Defensive rebound by I. Okoro,36-26, ,,2,26,36,-10,906.0
8:44.0,G. Niang misses 3-pt jump shot from 23 ft,36-26, ,,2,26,36,-10,916.0
8:41.0, ,36-26,Defensive rebound by O. Okongwu,,2,26,36,-10,919.0
8:36.0, ,36-26,G. Mathews misses 3-pt jump shot from 26 ft,,2,26,36,-10,924.0
8:32.0,Defensive rebound by C. Porter,36-26, ,,2,26,36,-10,928.0
8:29.0,I. Okoro makes 2-pt layup at rim (assist by C. Porter),38-26, ,,2,26,38,-12,931.0
8:29.0, ,38-26,Atlanta full timeout,,2,26,38,-12,931.0
8:29.0,M. Strus enters the game for D. Mitchell,38-26, ,,2,26,38,-12,931.0
8:29.0, ,38-26,S. Bey enters the game for J. Johnson,,2,26,38,-12,931.0
8:29.0, ,38-26,D. Murray enters the game for T. Young,,2,26,38,-12,931.0
8:15.0, ,38-26,Shooting foul by C. Porter (drawn by B. Bogdanović),,2,26,38,-12,945.0
8:15.0, ,38-27,B. Bogdanović makes free throw 1 of 2,,2,27,38,-11,945.0
8:15.0,S. Merrill enters the game for I. Okoro,38-27, ,,2,27,38,-11,945.0
8:15.0, ,38-28,B. Bogdanović makes free throw 2 of 2,,2,28,38,-10,945.0
7:55.0,S. Merrill makes 3-pt jump shot from 23 ft (assist by M. Strus),41-28, ,,2,28,41,-13,965.0
7:35.0, ,41-28,S. Bey misses 2-pt layup from 1 ft (block by G. Niang),,2,28,41,-13,985.0
7:33.0,Defensive rebound by T. Thompson,41-28, ,,2,28,41,-13,987.0
7:18.0,C. Porter misses 3-pt jump shot from 25 ft,41-28, ,,2,28,41,-13,1002.0
7:15.0, ,41-28,Defensive rebound by G. Mathews,,2,28,41,-13,1005.0
7:10.0, ,41-30,D. Murray makes 2-pt layup from 2 ft,,2,30,41,-11,1010.0
6:51.0,G. Niang makes 3-pt jump shot from 23 ft (assist by M. Strus),44-30, ,,2,30,44,-14,1029.0
6:38.0, ,44-32,B. Bogdanović makes 2-pt dunk from 1 ft (assist by O. Okongwu),,2,32,44,-12,1042.0
6:17.0,S. Merrill makes 3-pt jump shot from 25 ft (assist by M. Strus),47-32, ,,2,32,47,-15,1063.0
6:02.0, ,47-32,B. Bogdanović misses 3-pt jump shot from 27 ft,,2,32,47,-15,1078.0
5:59.0,Defensive rebound by G. Niang,47-32, ,,2,32,47,-15,1081.0
5:52.0,M. Strus makes 3-pt jump shot from 25 ft (assist by S. Merrill),50-32, ,,2,32,50,-18,1088.0
5:38.0, ,50-32,D. Murray misses 2-pt layup from 2 ft,,2,32,50,-18,1102.0
5:36.0,Defensive rebound by G. Niang,50-32, ,,2,32,50,-18,1104.0
5:33.0,M. Strus misses 3-pt jump shot from 27 ft,50-32, ,,2,32,50,-18,1107.0
5:29.0,Offensive rebound by M. Strus,50-32, ,,2,32,50,-18,1111.0
5:29.0,Shooting foul by O. Okongwu (drawn by M. Strus),50-32, ,,2,32,50,-18,1111.0
5:29.0,M. Strus makes free throw 1 of 2,51-32, ,,2,32,51,-19,1111.0
5:29.0,J. Allen enters the game for G. Niang,51-32, ,,2,32,51,-19,1111.0
5:29.0,D. Mitchell enters the game for C. Porter,51-32, ,,2,32,51,-19,1111.0
5:29.0,D. Wade enters the game for T. Thompson,51-32, ,,2,32,51,-19,1111.0
5:29.0, ,51-32,C. Capela enters the game for B. Bogdanović,,2,32,51,-19,1111.0
5:29.0, ,51-32,J. Johnson enters the game for G. Mathews,,2,32,51,-19,1111.0
5:29.0, ,51-32,T. Young enters the game for O. Okongwu,,2,32,51,-19,1111.0
5:29.0,M. Strus makes free throw 2 of 2,52-32, ,,2,32,52,-20,1111.0
5:10.0, ,52-32,D. Murray misses 2-pt layup from 2 ft,,2,32,52,-20,1130.0
5:06.0,Defensive rebound by J. Allen,52-32, ,,2,32,52,-20,1134.0
4:58.0,Turnover by D. Mitchell (bad pass; steal by C. Capela),52-32, ,,2,32,52,-20,1142.0
4:40.0, ,52-32,T. Young misses 2-pt jump shot from 19 ft,,2,32,52,-20,1160.0
4:38.0,Defensive rebound by J. Allen,52-32, ,,2,32,52,-20,1162.0
4:26.0,D. Wade misses 3-pt jump shot from 23 ft,52-32, ,,2,32,52,-20,1174.0
4:22.0, ,52-32,Defensive rebound by T. Young,,2,32,52,-20,1178.0
4:16.0, ,52-32,S. Bey misses 3-pt jump shot from 25 ft,,2,32,52,-20,1184.0
4:13.0,Defensive rebound by D. Wade,52-32, ,,2,32,52,-20,1187.0
4:07.0,S. Merrill misses 3-pt jump shot from 25 ft,52-32, ,,2,32,52,-20,1193.0
4:03.0, ,52-32,Defensive rebound by C. Capela,,2,32,52,-20,1197.0
3:58.0, ,52-32,Offensive foul by C. Capela (drawn by M. Strus),,2,32,52,-20,1202.0
3:58.0, ,52-32,Turnover by C. Capela (offensive foul),,2,32,52,-20,1202.0
3:58.0,I. Okoro enters the game for S. Merrill,52-32, ,,2,32,52,-20,1202.0
3:49.0,M. Strus misses 3-pt jump shot from 26 ft,52-32, ,,2,32,52,-20,1211.0
3:47.0, ,52-32,Defensive rebound by Team,,2,32,52,-20,1213.0
3:34.0, ,52-34,J. Johnson makes 2-pt layup from 3 ft (assist by D. Murray),,2,34,52,-18,1226.0
3:20.0,D. Mitchell makes 2-pt jump shot from 13 ft,54-34, ,,2,34,54,-20,1240.0
3:07.0, ,54-36,T. Young makes 2-pt jump shot from 11 ft,,2,36,54,-18,1253.0
2:43.0,J. Allen makes 2-pt jump shot from 16 ft (assist by M. Strus),56-36, ,,2,36,56,-20,1277.0
2:23.0, ,56-38,J. Johnson makes 2-pt dunk from 1 ft (assist by S. Bey),,2,38,56,-18,1297.0
2:03.0,M. Strus misses 2-pt dunk from 1 ft (block by J. Johnson),56-38, ,,2,38,56,-18,1317.0
2:00.0, ,56-38,Defensive rebound by J. Johnson,,2,38,56,-18,1320.0
1:59.0, ,56-38,S. Bey misses 3-pt jump shot from 25 ft,,2,38,56,-18,1321.0
1:58.0,Defensive rebound by D. Mitchell,56-38, ,,2,38,56,-18,1322.0
1:50.0,I. Okoro misses 2-pt layup from 1 ft,56-38, ,,2,38,56,-18,1330.0
1:49.0,Offensive rebound by Team,56-38, ,,2,38,56,-18,1331.0
1:49.0, ,56-38,Loose ball foul by S. Bey (drawn by J. Allen),,2,38,56,-18,1331.0
1:49.0,Cleveland full timeout,56-38, ,,2,38,56,-18,1331.0
1:43.0,D. Mitchell misses 3-pt jump shot from 24 ft,56-38, ,,2,38,56,-18,1337.0
1:38.0, ,56-38,Defensive rebound by C. Capela,,2,38,56,-18,1342.0
1:25.0, ,56-40,J. Johnson makes 2-pt jump shot from 8 ft (assist by T. Young),,2,40,56,-16,1355.0
1:15.0,Personal foul by T. Young (drawn by D. Mitchell),56-40, ,,2,40,56,-16,1365.0
1:15.0,D. Mitchell makes free throw 1 of 2,57-40, ,,2,40,57,-17,1365.0
1:15.0,D. Mitchell makes free throw 2 of 2,58-40, ,,2,40,58,-18,1365.0
1:01.0, ,58-42,J. Johnson makes 2-pt jump shot from 10 ft,,2,42,58,-16,1379.0
0:49.0,D. Mitchell misses 2-pt jump shot from 22 ft,58-42, ,,2,42,58,-16,1391.0
0:47.0,Offensive rebound by M. Strus,58-42, ,,2,42,58,-16,1393.0
0:45.0,Turnover by J. Allen (bad pass; steal by D. Murray),58-42, ,,2,42,58,-16,1395.0
0:33.0, ,58-45,D. Murray makes 3-pt jump shot from 24 ft (assist by S. Bey),,2,45,58,-13,1407.0
0:12.0,Shooting foul by J. Johnson (drawn by I. Okoro),58-45, ,,2,45,58,-13,1428.0
0:12.0,I. Okoro misses free throw 1 of 2,58-45, ,,2,45,58,-13,1428.0
0:12.0,Offensive rebound by Team,58-45, ,,2,45,58,-13,1428.0
0:12.0,T. Thompson enters the game for J. Allen,58-45, ,,2,45,58,-13,1428.0
0:12.0,I. Okoro makes free throw 2 of 2,59-45, ,,2,45,59,-14,1428.0
0:04.0, ,59-45,T. Young misses 2-pt layup from 7 ft (block by T. Thompson),,2,45,59,-14,1436.0
0:00.0,Defensive rebound by I. Okoro,59-45, ,,2,45,59,-14,1440.0
0:00.0,End of 2nd quarter,59-45,,,2,45,59,-14,1440.0
12:00.0,Start of 3rd quarter,59-45,,,3,45,59,-14,1440.0
11:44.0, ,59-45,S. Bey misses 2-pt layup from 5 ft,,3,45,59,-14,1456.0
11:42.0, ,59-45,Offensive rebound by C. Capela,,3,45,59,-14,1458.0
11:42.0, ,59-45,C. Capela misses 2-pt layup from 2 ft (block by J. Allen),,3,45,59,-14,1458.0
11:41.0,Defensive rebound by D. Mitchell,59-45, ,,3,45,59,-14,1459.0
11:31.0,D. Mitchell misses 3-pt jump shot from 26 ft,59-45, ,,3,45,59,-14,1469.0
11:27.0, ,59-45,Defensive rebound by D. Murray,,3,45,59,-14,1473.0
11:19.0, ,59-45,J. Johnson misses 3-pt jump shot from 26 ft,,3,45,59,-14,1481.0
11:18.0,Defensive rebound by Team,59-45, ,,3,45,59,-14,1482.0
10:58.0,I. Okoro misses 3-pt jump shot from 26 ft,59-45, ,,3,45,59,-14,1502.0
10:55.0, ,59-45,Defensive rebound by S. Bey,,3,45,59,-14,1505.0
10:46.0, ,59-45,S. Bey misses 3-pt jump shot from 25 ft,,3,45,59,-14,1514.0
10:43.0,Defensive rebound by D. Mitchell,59-45, ,,3,45,59,-14,1517.0
10:33.0,D. Wade makes 3-pt jump shot from 23 ft (assist by D. Mitchell),62-45, ,,3,45,62,-17,1527.0
10:19.0, ,62-45,Shooting foul by D. Wade (drawn by J. Johnson),,3,45,62,-17,1541.0
10:19.0, ,62-45,J. Johnson misses free throw 1 of 2,,3,45,62,-17,1541.0
10:19.0, ,62-45,Offensive rebound by Team,,3,45,62,-17,1541.0
10:19.0, ,62-45,J. Johnson misses free throw 2 of 2,,3,45,62,-17,1541.0
10:17.0,Defensive rebound by D. Wade,62-45, ,,3,45,62,-17,1543.0
10:00.0,Turnover by M. Strus (bad pass; steal by J. Johnson),62-45, ,,3,45,62,-17,1560.0
10:00.0, ,62-45,Personal foul by I. Okoro (drawn by J. Johnson),,3,45,62,-17,1560.0
9:49.0, ,62-45,T. Young misses 3-pt jump shot from 31 ft,,3,45,62,-17,1571.0
9:45.0, ,62-45,Offensive rebound by J. Johnson,,3,45,62,-17,1575.0
9:41.0, ,62-47,T. Young makes 2-pt jump shot from 8 ft (assist by J. Johnson),,3,47,62,-15,1579.0
9:29.0,M. Strus makes 2-pt layup from 1 ft,64-47, ,,3,47,64,-17,1591.0
9:23.0, ,64-47,S. Bey misses 3-pt jump shot from 26 ft,,3,47,64,-17,1597.0
9:23.0,Defensive rebound by M. Strus,64-47, ,,3,47,64,-17,1597.0
9:14.0,Personal foul by S. Bey (drawn by J. Allen),64-47, ,,3,47,64,-17,1606.0
9:11.0,M. Strus makes 2-pt layup from 2 ft (assist by D. Mitchell),66-47, ,,3,47,66,-19,1609.0
8:59.0, ,66-47,D. Murray misses 3-pt jump shot from 26 ft,,3,47,66,-19,1621.0
8:55.0,Defensive rebound by D. Wade,66-47, ,,3,47,66,-19,1625.0
8:49.0,D. Mitchell makes 2-pt layup from 1 ft,68-47, ,,3,47,68,-21,1631.0
8:31.0, ,68-50,D. Murray makes 3-pt jump shot from 23 ft (assist by J. Johnson),,3,50,68,-18,1649.0
8:17.0,Turnover by M. Strus (bad pass),68-50, ,,3,50,68,-18,1663.0
8:10.0, ,68-52,C. Capela makes 2-pt dunk at rim (assist by J. Johnson),,3,52,68,-16,1670.0
7:50.0,D. Wade makes 3-pt jump shot from 23 ft (assist by M. Strus),71-52, ,,3,52,71,-19,1690.0
7:39.0, ,71-54,J. Johnson makes 2-pt jump shot from 9 ft (assist by T. Young),,3,54,71,-17,1701.0
7:22.0,Shooting foul by C. Capela (drawn by J. Allen),71-54, ,,3,54,71,-17,1718.0
7:22.0,J. Allen makes free throw 1 of 2,72-54, ,,3,54,72,-18,1718.0
7:22.0,J. Allen makes free throw 2 of 2,73-54, ,,3,54,73,-19,1718.0
7:05.0, ,73-54,Turnover by T. Young (bad pass; steal by J. Allen),,3,54,73,-19,1735.0
7:01.0,D. Mitchell misses 2-pt layup from 1 ft,73-54, ,,3,54,73,-19,1739.0
7:00.0,Offensive rebound by J. Allen,73-54, ,,3,54,73,-19,1740.0
6:58.0,J. Allen misses 2-pt dunk from 4 ft (block by C. Capela),73-54, ,,3,54,73,-19,1742.0
6:58.0, ,73-54,Defensive rebound by C. Capela,,3,54,73,-19,1742.0
6:51.0, ,73-56,C. Capela makes 2-pt dunk from 1 ft (assist by D. Murray),,3,56,73,-17,1749.0
6:37.0,D. Wade makes 3-pt jump shot from 25 ft (assist by D. Mitchell),76-56, ,,3,56,76,-20,1763.0
6:18.0, ,76-56,T. Young misses 2-pt jump shot from 6 ft,,3,56,76,-20,1782.0
6:17.0, ,76-56,Offensive rebound by C. Capela,,3,56,76,-20,1783.0
6:17.0, ,76-56,C. Capela misses 2-pt layup at rim,,3,56,76,-20,1783.0
6:16.0,Defensive rebound by I. Okoro,76-56, ,,3,56,76,-20,1784.0
6:16.0,Personal foul by S. Bey (drawn by I. Okoro),76-56, ,,3,56,76,-20,1784.0
6:16.0, ,76-56,Atlanta full timeout,,3,56,76,-20,1784.0
6:16.0, ,76-56,B. Bogdanović enters the game for J. Johnson,,3,56,76,-20,1784.0
6:16.0, ,76-56,P. Mills enters the game for T. Young,,3,56,76,-20,1784.0
5:54.0,D. Mitchell misses 2-pt jump shot from 21 ft,76-56, ,,3,56,76,-20,1806.0
5:50.0, ,76-56,Defensive rebound by D. Murray,,3,56,76,-20,1810.0
5:45.0, ,76-56,Shooting foul by M. Strus (drawn by D. Murray),,3,56,76,-20,1815.0
5:45.0, ,76-57,D. Murray makes free throw 1 of 2,,3,57,76,-19,1815.0
5:45.0,S. Merrill enters the game for I. Okoro,76-57, ,,3,57,76,-19,1815.0
5:45.0, ,76-57,O. Okongwu enters the game for C. Capela,,3,57,76,-19,1815.0
5:45.0, ,76-58,D. Murray makes free throw 2 of 2,,3,58,76,-18,1815.0
5:26.0,M. Strus makes 2-pt layup from 1 ft (assist by J. Allen),78-58, ,,3,58,78,-20,1834.0
5:00.0, ,78-58,D. Murray misses 3-pt jump shot from 24 ft,,3,58,78,-20,1860.0
4:59.0, ,78-58,Offensive rebound by O. Okongwu,,3,58,78,-20,1861.0
4:58.0, ,78-58,O. Okongwu misses 2-pt layup from 3 ft (block by D. Mitchell),,3,58,78,-20,1862.0
4:57.0, ,78-58,Offensive rebound by Team,,3,58,78,-20,1863.0
