Time,Atlanta,Score,Chicago,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
9:25.0, ,6-6,C. White makes free throw 2 of 2,Tie,1,6,6,0,155.0
9:08.0,D. Murray makes 2-pt jump shot from 18 ft (assist by D. Hunter),8-6, ,,1,8,6,2,172.0
8:59.0, ,8-8,A. Dosunmu makes 2-pt layup from 3 ft,Tie,1,8,8,0,181.0
8:59.0,Violation by Team (def goaltending),8-8, ,,1,8,8,0,181.0
8:57.0,Offensive foul by T. Young (drawn by A. Caruso),8-8, ,,1,8,8,0,183.0
8:57.0,Turnover by T. Young (offensive foul),8-8, ,,1,8,8,0,183.0
8:40.0, ,8-8,N. Vučević misses 3-pt jump shot from 23 ft,,1,8,8,0,200.0
8:37.0,Defensive rebound by D. Murray,8-8, ,,1,8,8,0,203.0
8:24.0,Turnover by T. Young (bad pass),8-8, ,,1,8,8,0,216.0
8:11.0, ,8-8,N. Vučević misses 2-pt jump shot from 7 ft (block by B. Bogdanović),,1,8,8,0,229.0
8:09.0,Defensive rebound by B. Bogdanović,8-8, ,,1,8,8,0,231.0
8:06.0,C. Capela misses 2-pt layup from 2 ft,8-8, ,,1,8,8,0,234.0
8:04.0, ,8-8,Defensive rebound by N. Vučević,,1,8,8,0,236.0
7:56.0, ,8-10,N. Vučević makes 2-pt layup from 1 ft (assist by D. DeRozan),Lead change,1,8,10,-2,244.0
7:46.0,Shooting foul by A. Dosunmu (drawn by D. Murray),8-10, ,,1,8,10,-2,254.0
7:46.0,D. Murray makes free throw 1 of 2,9-10, ,,1,9,10,-1,254.0
7:46.0,D. Murray makes free throw 2 of 2,10-10, ,Tie,1,10,10,0,254.0
7:33.0, ,10-13,A. Caruso makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,1,10,13,-3,267.0
7:20.0,B. Bogdanović misses 3-pt jump shot from 23 ft,10-13, ,,1,10,13,-3,280.0
7:18.0, ,10-13,Defensive rebound by N. Vučević,,1,10,13,-3,282.0
7:12.0, ,10-13,D. DeRozan misses 2-pt layup from 2 ft,,1,10,13,-3,288.0
7:10.0,Defensive rebound by C. Capela,10-13, ,,1,10,13,-3,290.0
7:04.0,D. Murray misses 2-pt jump shot from 11 ft (block by A. Dosunmu),10-13, ,,1,10,13,-3,296.0
7:01.0, ,10-13,Defensive rebound by C. White,,1,10,13,-3,299.0
6:55.0, ,10-13,A. Caruso misses 3-pt jump shot from 25 ft,,1,10,13,-3,305.0
6:55.0,Defensive rebound by Team,10-13, ,,1,10,13,-3,305.0
6:54.0, ,10-13,Chicago full timeout,,1,10,13,-3,306.0
6:54.0,G. Mathews enters the game for B. Bogdanović,10-13, ,,1,10,13,-3,306.0
6:39.0,T. Young misses 3-pt jump shot from 27 ft,10-13, ,,1,10,13,-3,321.0
6:34.0, ,10-13,Defensive rebound by C. White,,1,10,13,-3,326.0
6:31.0, ,10-13,A. Dosunmu misses 2-pt layup from 1 ft,,1,10,13,-3,329.0
6:29.0,Defensive rebound by C. Capela,10-13, ,,1,10,13,-3,331.0
6:21.0,Shooting foul by C. White (drawn by D. Murray),10-13, ,,1,10,13,-3,339.0
6:21.0, ,10-13,Chicago full timeout,,1,10,13,-3,339.0
6:21.0, ,10-13,Instant Replay (Challenge: Ruling Stands),,1,10,13,-3,339.0
6:21.0,D. Murray misses free throw 1 of 3,10-13, ,,1,10,13,-3,339.0
6:21.0,Offensive rebound by Team,10-13, ,,1,10,13,-3,339.0
6:21.0,D. Murray makes free throw 2 of 3,11-13, ,,1,11,13,-2,339.0
6:21.0,D. Murray makes free throw 3 of 3,12-13, ,,1,12,13,-1,339.0
6:09.0, ,12-16,D. DeRozan makes 3-pt jump shot from 23 ft (assist by C. White),,1,12,16,-4,351.0
5:53.0,D. Hunter misses 2-pt jump shot from 13 ft,12-16, ,,1,12,16,-4,367.0
5:49.0, ,12-16,Defensive rebound by N. Vučević,,1,12,16,-4,371.0
5:45.0, ,12-16,Shooting foul by G. Mathews (drawn by C. White),,1,12,16,-4,375.0
5:45.0, ,12-17,C. White makes free throw 1 of 2,,1,12,17,-5,375.0
5:45.0, ,12-17,D. Terry enters the game for A. Caruso,,1,12,17,-5,375.0
5:45.0, ,12-18,C. White makes free throw 2 of 2,,1,12,18,-6,375.0
5:36.0,Shooting foul by D. Terry (drawn by T. Young),12-18, ,,1,12,18,-6,384.0
5:36.0,T. Young makes free throw 1 of 2,13-18, ,,1,13,18,-5,384.0
5:36.0,T. Young misses free throw 2 of 2,13-18, ,,1,13,18,-5,384.0
5:33.0, ,13-18,Defensive rebound by N. Vučević,,1,13,18,-5,387.0
5:20.0, ,13-20,D. DeRozan makes 2-pt jump shot from 22 ft,,1,13,20,-7,400.0
5:04.0,D. Murray makes 3-pt jump shot from 23 ft,16-20, ,,1,16,20,-4,416.0
4:50.0, ,16-22,C. White makes 2-pt jump shot from 10 ft,,1,16,22,-6,430.0
4:35.0,C. Capela makes 2-pt hook shot from 5 ft (assist by D. Murray),18-22, ,,1,18,22,-4,445.0
4:20.0, ,18-24,D. DeRozan makes 2-pt jump shot from 18 ft,,1,18,24,-6,460.0
4:03.0,D. Hunter misses 3-pt jump shot from 27 ft,18-24, ,,1,18,24,-6,477.0
4:01.0, ,18-24,Defensive rebound by D. Terry,,1,18,24,-6,479.0
3:44.0, ,18-24,D. Terry misses 3-pt jump shot from 23 ft,,1,18,24,-6,496.0
3:40.0,Defensive rebound by C. Capela,18-24, ,,1,18,24,-6,500.0
3:31.0,C. Capela makes 2-pt dunk from 1 ft (assist by T. Young),20-24, ,,1,20,24,-4,509.0
3:18.0, ,20-24,Personal foul by G. Mathews (drawn by C. White),,1,20,24,-4,522.0
3:18.0,B. Bogdanović enters the game for C. Capela,20-24, ,,1,20,24,-4,522.0
3:18.0,B. Fernando enters the game for G. Mathews,20-24, ,,1,20,24,-4,522.0
3:18.0, ,20-24,A. Caruso enters the game for N. Vučević,,1,20,24,-4,522.0
3:18.0, ,20-24,A. Drummond enters the game for C. White,,1,20,24,-4,522.0
3:05.0, ,20-27,A. Dosunmu makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,1,20,27,-7,535.0
2:40.0,D. Murray misses 2-pt jump shot from 14 ft,20-27, ,,1,20,27,-7,560.0
2:36.0, ,20-27,Defensive rebound by A. Drummond,,1,20,27,-7,564.0
2:23.0, ,20-29,A. Drummond makes 2-pt layup from 2 ft,,1,20,29,-9,577.0
2:23.0,Atlanta full timeout,20-29, ,,1,20,29,-9,577.0
2:23.0,M. Gueye enters the game for D. Hunter,20-29, ,,1,20,29,-9,577.0
2:23.0,W. Matthews enters the game for D. Murray,20-29, ,,1,20,29,-9,577.0
2:09.0,W. Matthews misses 3-pt jump shot from 23 ft,20-29, ,,1,20,29,-9,591.0
2:06.0, ,20-29,Defensive rebound by A. Drummond,,1,20,29,-9,594.0
1:55.0, ,20-31,D. DeRozan makes 2-pt jump shot from 18 ft,,1,20,31,-11,605.0
1:40.0,B. Bogdanović misses 3-pt jump shot from 27 ft,20-31, ,,1,20,31,-11,620.0
1:37.0, ,20-31,Defensive rebound by D. DeRozan,,1,20,31,-11,623.0
1:35.0, ,20-31,Turnover by A. Dosunmu (discontinued dribble),,1,20,31,-11,625.0
1:35.0, ,20-31,C. White enters the game for A. Dosunmu,,1,20,31,-11,625.0
1:18.0,Turnover by T. Young (bad pass; steal by C. White),20-31, ,,1,20,31,-11,642.0
1:13.0, ,20-33,D. DeRozan makes 2-pt layup at rim,,1,20,33,-13,647.0
1:05.0,T. Young misses 3-pt jump shot from 27 ft,20-33, ,,1,20,33,-13,655.0
1:04.0,Offensive rebound by Team,20-33, ,,1,20,33,-13,656.0
0:56.0,B. Bogdanović makes 2-pt layup from 3 ft (assist by B. Fernando),22-33, ,,1,22,33,-11,664.0
0:50.0, ,22-36,C. White makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,1,22,36,-14,670.0
0:39.0,Turnover by T. Young (bad pass),22-36, ,,1,22,36,-14,681.0
0:28.0, ,22-36,D. Terry misses 2-pt layup from 3 ft,,1,22,36,-14,692.0
0:26.0, ,22-36,Offensive rebound by A. Drummond,,1,22,36,-14,694.0
0:26.0, ,22-38,A. Drummond makes 2-pt layup at rim,,1,22,38,-16,694.0
0:08.0,Turnover by T. Young (bad pass; steal by A. Caruso),22-38, ,,1,22,38,-16,712.0
0:04.0, ,22-40,D. Terry makes 2-pt dunk from 1 ft (assist by A. Caruso),,1,22,40,-18,716.0
0:00.0,B. Bogdanović misses 3-pt jump shot from 24 ft,22-40, ,,1,22,40,-18,720.0
0:00.0,Offensive rebound by Team,22-40, ,,1,22,40,-18,720.0
0:00.0,End of 1st quarter,22-40,,,1,22,40,-18,720.0
12:00.0,Start of 2nd quarter,22-40,,,2,22,40,-18,720.0
11:49.0, ,22-40,Offensive foul by A. Drummond (drawn by G. Mathews),,2,22,40,-18,731.0
11:49.0, ,22-40,Turnover by A. Drummond (offensive foul),,2,22,40,-18,731.0
11:38.0,D. Murray makes 2-pt jump shot from 16 ft (assist by B. Bogdanović),24-40, ,,2,24,40,-16,742.0
11:38.0,Shooting foul by J. Carter (drawn by D. Murray),24-40, ,,2,24,40,-16,742.0
11:38.0,D. Murray makes free throw 1 of 1,25-40, ,,2,25,40,-15,742.0
11:18.0, ,25-40,C. White misses 2-pt jump shot from 17 ft,,2,25,40,-15,762.0
11:16.0,Defensive rebound by D. Murray,25-40, ,,2,25,40,-15,764.0
11:13.0,B. Fernando makes 2-pt layup from 1 ft (assist by D. Murray),27-40, ,,2,27,40,-13,767.0
11:13.0,Shooting foul by J. Green (drawn by B. Fernando),27-40, ,,2,27,40,-13,767.0
11:13.0,B. Fernando makes free throw 1 of 1,28-40, ,,2,28,40,-12,767.0
11:13.0, ,28-40,Chicago full timeout,,2,28,40,-12,767.0
11:13.0, ,28-40,A. Dosunmu enters the game for A. Caruso,,2,28,40,-12,767.0
11:01.0, ,28-40,A. Drummond misses 2-pt dunk from 1 ft,,2,28,40,-12,779.0
10:59.0,Defensive rebound by B. Fernando,28-40, ,,2,28,40,-12,781.0
10:52.0,G. Mathews makes 3-pt jump shot from 26 ft (assist by D. Murray),31-40, ,,2,31,40,-9,788.0
10:30.0, ,31-40,A. Dosunmu misses 2-pt layup from 2 ft,,2,31,40,-9,810.0
10:27.0,Defensive rebound by B. Bogdanović,31-40, ,,2,31,40,-9,813.0
10:19.0,D. Murray makes 2-pt jump shot from 13 ft (assist by W. Matthews),33-40, ,,2,33,40,-7,821.0
10:11.0, ,33-40,Personal foul by B. Fernando (drawn by C. White),,2,33,40,-7,829.0
10:11.0, ,33-40,D. DeRozan enters the game for J. Carter,,2,33,40,-7,829.0
10:11.0, ,33-40,N. Vučević enters the game for A. Drummond,,2,33,40,-7,829.0
10:02.0, ,33-40,D. DeRozan misses 2-pt jump shot from 15 ft,,2,33,40,-7,838.0
9:59.0, ,33-40,Offensive rebound by J. Green,,2,33,40,-7,841.0
9:59.0, ,33-40,J. Green misses 2-pt layup at rim,,2,33,40,-7,841.0
9:59.0,Defensive rebound by B. Bogdanović,33-40, ,,2,33,40,-7,841.0
9:56.0,D. Murray makes 3-pt jump shot from 27 ft,36-40, ,,2,36,40,-4,844.0
9:47.0, ,36-40,Shooting foul by G. Mathews (drawn by C. White),,2,36,40,-4,853.0
9:47.0, ,36-41,C. White makes free throw 1 of 2,,2,36,41,-5,853.0
9:47.0,D. Hunter enters the game for G. Mathews,36-41, ,,2,36,41,-5,853.0
9:47.0, ,36-42,C. White makes free throw 2 of 2,,2,36,42,-6,853.0
9:31.0,D. Murray misses 2-pt jump shot from 11 ft,36-42, ,,2,36,42,-6,869.0
9:29.0, ,36-42,Defensive rebound by J. Green,,2,36,42,-6,871.0
9:27.0, ,36-45,A. Dosunmu makes 3-pt jump shot from 26 ft (assist by N. Vučević),,2,36,45,-9,873.0
9:10.0,B. Fernando makes 2-pt hook shot from 9 ft (assist by D. Murray),38-45, ,,2,38,45,-7,890.0
8:56.0, ,38-45,Turnover by J. Green (lost ball; steal by B. Bogdanović),,2,38,45,-7,904.0
8:52.0,B. Bogdanović makes 2-pt layup at rim (assist by D. Hunter),40-45, ,,2,40,45,-5,908.0
8:36.0, ,40-47,D. DeRozan makes 2-pt jump shot from 20 ft (assist by C. White),,2,40,47,-7,924.0
8:22.0,D. Murray makes 2-pt jump shot from 7 ft,42-47, ,,2,42,47,-5,938.0
8:09.0, ,42-47,Shooting foul by B. Fernando (drawn by N. Vučević),,2,42,47,-5,951.0
8:09.0, ,42-47,N. Vučević misses free throw 1 of 2,,2,42,47,-5,951.0
8:09.0, ,42-47,Offensive rebound by Team,,2,42,47,-5,951.0
8:09.0,C. Capela enters the game for B. Bogdanović,42-47, ,,2,42,47,-5,951.0
8:09.0,T. Young enters the game for B. Fernando,42-47, ,,2,42,47,-5,951.0
8:09.0, ,42-48,N. Vučević makes free throw 2 of 2,,2,42,48,-6,951.0
7:55.0,D. Murray misses 3-pt jump shot from 24 ft,42-48, ,,2,42,48,-6,965.0
7:50.0, ,42-48,Defensive rebound by C. White,,2,42,48,-6,970.0
7:41.0, ,42-48,N. Vučević misses 2-pt jump shot from 7 ft,,2,42,48,-6,979.0
7:39.0, ,42-48,Offensive rebound by N. Vučević,,2,42,48,-6,981.0
7:35.0, ,42-51,J. Green makes 3-pt jump shot from 25 ft (assist by C. White),,2,42,51,-9,985.0
7:13.0,D. Hunter misses 2-pt jump shot from 15 ft,42-51, ,,2,42,51,-9,1007.0
7:11.0, ,42-51,Defensive rebound by J. Green,,2,42,51,-9,1009.0
7:03.0, ,42-51,Personal foul by D. Murray (drawn by J. Green),,2,42,51,-9,1017.0
6:54.0, ,42-53,D. DeRozan makes 2-pt jump shot from 5 ft,,2,42,53,-11,1026.0
6:40.0,C. Capela makes 2-pt hook shot from 7 ft (assist by T. Young),44-53, ,,2,44,53,-9,1040.0
6:23.0, ,44-55,N. Vučević makes 2-pt hook shot from 5 ft (assist by J. Green),,2,44,55,-11,1057.0
6:01.0,D. Hunter misses 2-pt jump shot from 10 ft (block by A. Dosunmu),44-55, ,,2,44,55,-11,1079.0
5:58.0, ,44-55,Defensive rebound by D. DeRozan,,2,44,55,-11,1082.0
5:58.0, ,44-57,D. DeRozan makes 2-pt dunk from 1 ft,,2,44,57,-13,1082.0
5:58.0, ,44-57,Shooting foul by D. Murray (drawn by D. DeRozan),,2,44,57,-13,1082.0
5:58.0,Atlanta full timeout,44-57, ,,2,44,57,-13,1082.0
5:58.0,B. Bogdanović enters the game for W. Matthews,44-57, ,,2,44,57,-13,1082.0
5:58.0, ,44-58,D. DeRozan makes free throw 1 of 1,,2,44,58,-14,1082.0
5:47.0,T. Young makes 3-pt jump shot from 27 ft,47-58, ,,2,47,58,-11,1093.0
5:33.0, ,47-58,J. Green misses 2-pt jump shot from 6 ft,,2,47,58,-11,1107.0
5:30.0,Defensive rebound by C. Capela,47-58, ,,2,47,58,-11,1110.0
5:19.0,C. Capela makes 2-pt hook shot from 4 ft (assist by T. Young),49-58, ,,2,49,58,-9,1121.0
4:55.0, ,49-60,C. White makes 2-pt layup from 2 ft,,2,49,60,-11,1145.0
4:48.0,Shooting foul by C. White (drawn by T. Young),49-60, ,,2,49,60,-11,1152.0
4:48.0,T. Young makes free throw 1 of 2,50-60, ,,2,50,60,-10,1152.0
4:48.0, ,50-60,A. Caruso enters the game for J. Green,,2,50,60,-10,1152.0
4:48.0,T. Young makes free throw 2 of 2,51-60, ,,2,51,60,-9,1152.0
4:25.0, ,51-62,C. White makes 2-pt layup from 1 ft,,2,51,62,-11,1175.0
4:08.0,D. Murray misses 2-pt jump shot from 17 ft,51-62, ,,2,51,62,-11,1192.0
4:05.0, ,51-62,Defensive rebound by N. Vučević,,2,51,62,-11,1195.0
4:00.0, ,51-64,A. Dosunmu makes 2-pt layup from 1 ft (assist by A. Caruso),,2,51,64,-13,1200.0
3:44.0,C. Capela makes 2-pt dunk from 1 ft (assist by T. Young),53-64, ,,2,53,64,-11,1216.0
3:17.0, ,53-66,A. Dosunmu makes 2-pt jump shot from 4 ft,,2,53,66,-13,1243.0
2:59.0,T. Young misses 3-pt jump shot from 31 ft,53-66, ,,2,53,66,-13,1261.0
2:52.0,Offensive rebound by B. Bogdanović,53-66, ,,2,53,66,-13,1268.0
2:52.0,B. Bogdanović misses 2-pt layup at rim,53-66, ,,2,53,66,-13,1268.0
2:52.0,Offensive rebound by C. Capela,53-66, ,,2,53,66,-13,1268.0
2:50.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by C. Capela),56-66, ,,2,56,66,-10,1270.0
2:26.0, ,56-66,Turnover by D. DeRozan (bad pass; steal by D. Murray),,2,56,66,-10,1294.0
2:25.0,Personal foul by A. Caruso (drawn by T. Young),56-66, ,,2,56,66,-10,1295.0
2:25.0,T. Young makes free throw 1 of 1,57-66, ,,2,57,66,-9,1295.0
2:20.0,Shooting foul by A. Dosunmu (drawn by T. Young),57-66, ,,2,57,66,-9,1300.0
2:20.0,T. Young misses free throw 1 of 2,57-66, ,,2,57,66,-9,1300.0
2:20.0,Offensive rebound by Team,57-66, ,,2,57,66,-9,1300.0
2:20.0,T. Young makes free throw 2 of 2,58-66, ,,2,58,66,-8,1300.0
2:02.0, ,58-68,N. Vučević makes 2-pt hook shot from 6 ft (assist by D. DeRozan),,2,58,68,-10,1318.0
1:45.0,B. Bogdanović makes 3-pt jump shot from 26 ft,61-68, ,,2,61,68,-7,1335.0
1:28.0, ,61-68,D. DeRozan misses 2-pt jump shot from 18 ft,,2,61,68,-7,1352.0
1:26.0,Defensive rebound by D. Murray,61-68, ,,2,61,68,-7,1354.0
1:10.0,D. Murray makes 2-pt layup from 2 ft,63-68, ,,2,63,68,-5,1370.0
0:54.0, ,63-68,N. Vučević misses 3-pt jump shot from 25 ft,,2,63,68,-5,1386.0
0:51.0,Defensive rebound by B. Bogdanović,63-68, ,,2,63,68,-5,1389.0
0:43.0,Shooting foul by A. Caruso (drawn by T. Young),63-68, ,,2,63,68,-5,1397.0
0:43.0,T. Young makes free throw 1 of 2,64-68, ,,2,64,68,-4,1397.0
0:43.0,T. Young makes free throw 2 of 2,65-68, ,,2,65,68,-3,1397.0
0:32.0, ,65-70,C. White makes 2-pt layup from 1 ft,,2,65,70,-5,1408.0
0:26.0,C. Capela makes 2-pt dunk at rim (assist by T. Young),67-70, ,,2,67,70,-3,1414.0
0:16.0, ,67-73,A. Caruso makes 3-pt jump shot from 22 ft (assist by C. White),,2,67,73,-6,1424.0
0:00.0,End of 2nd quarter,67-73,,,2,67,73,-6,1440.0
12:00.0,Start of 3rd quarter,67-73,,,3,67,73,-6,1440.0
11:39.0, ,67-73,C. White misses 3-pt jump shot from 25 ft,,3,67,73,-6,1461.0
11:38.0,Defensive rebound by C. Capela,67-73, ,,3,67,73,-6,1462.0
11:33.0,D. Murray makes 3-pt jump shot from 22 ft (assist by B. Bogdanović),70-73, ,,3,70,73,-3,1467.0
11:28.0, ,70-73,Offensive foul by A. Dosunmu (drawn by B. Bogdanović),,3,70,73,-3,1472.0
11:28.0, ,70-73,Turnover by A. Dosunmu (offensive foul),,3,70,73,-3,1472.0
11:09.0,B. Bogdanović misses 2-pt jump shot from 12 ft,70-73, ,,3,70,73,-3,1491.0
11:07.0, ,70-73,Defensive rebound by A. Caruso,,3,70,73,-3,1493.0
11:00.0, ,70-75,C. White makes 2-pt jump shot from 6 ft,,3,70,75,-5,1500.0
10:47.0,D. Hunter misses 3-pt jump shot from 24 ft,70-75, ,,3,70,75,-5,1513.0
10:44.0, ,70-75,Defensive rebound by N. Vučević,,3,70,75,-5,1516.0
10:29.0, ,70-75,D. DeRozan misses 2-pt jump shot from 21 ft,,3,70,75,-5,1531.0
10:26.0,Defensive rebound by C. Capela,70-75, ,,3,70,75,-5,1534.0
10:21.0,Turnover by D. Murray (lost ball; steal by D. DeRozan),70-75, ,,3,70,75,-5,1539.0
9:58.0, ,70-75,C. White misses 3-pt jump shot from 29 ft,,3,70,75,-5,1562.0
9:54.0,Defensive rebound by C. Capela,70-75, ,,3,70,75,-5,1566.0
9:43.0,D. Hunter misses 2-pt layup from 3 ft (block by D. DeRozan),70-75, ,,3,70,75,-5,1577.0
9:43.0,Offensive rebound by Team,70-75, ,,3,70,75,-5,1577.0
9:43.0, ,70-75,J. Green enters the game for A. Caruso,,3,70,75,-5,1577.0
9:38.0,B. Bogdanović makes 2-pt jump shot from 11 ft (assist by T. Young),72-75, ,,3,72,75,-3,1582.0
9:25.0, ,72-75,Personal foul by B. Bogdanović (drawn by N. Vučević),,3,72,75,-3,1595.0
9:11.0, ,72-77,N. Vučević makes 2-pt layup from 2 ft (assist by A. Dosunmu),,3,72,77,-5,1609.0
8:58.0,T. Young makes 2-pt jump shot from 14 ft,74-77, ,,3,74,77,-3,1622.0
8:47.0, ,74-79,A. Dosunmu makes 2-pt jump shot from 13 ft,,3,74,79,-5,1633.0
8:31.0,B. Bogdanović makes 2-pt jump shot from 4 ft,76-79, ,,3,76,79,-3,1649.0
8:16.0, ,76-81,N. Vučević makes 2-pt jump shot from 17 ft (assist by J. Green),,3,76,81,-5,1664.0
7:56.0,Shooting foul by J. Green (drawn by T. Young),76-81, ,,3,76,81,-5,1684.0
7:56.0,T. Young makes free throw 1 of 2,77-81, ,,3,77,81,-4,1684.0
7:56.0, ,77-81,Chicago full timeout,,3,77,81,-4,1684.0
7:56.0,T. Young makes free throw 2 of 2,78-81, ,,3,78,81,-3,1684.0
7:41.0, ,78-81,D. DeRozan misses 2-pt jump shot from 18 ft,,3,78,81,-3,1699.0
7:40.0, ,78-81,Offensive rebound by A. Dosunmu,,3,78,81,-3,1700.0
7:36.0, ,78-83,J. Green makes 2-pt dunk from 1 ft (assist by A. Dosunmu),,3,78,83,-5,1704.0
7:22.0,D. Hunter misses 3-pt jump shot from 25 ft,78-83, ,,3,78,83,-5,1718.0
7:19.0, ,78-83,Defensive rebound by C. White,,3,78,83,-5,1721.0
7:07.0, ,78-85,C. White makes 2-pt layup from 1 ft,,3,78,85,-7,1733.0
6:43.0,D. Murray makes 2-pt dunk at rim (assist by C. Capela),80-85, ,,3,80,85,-5,1757.0
6:28.0, ,80-85,Shooting foul by B. Bogdanović (drawn by C. White),,3,80,85,-5,1772.0
6:28.0, ,80-85,C. White misses free throw 1 of 2,,3,80,85,-5,1772.0
6:28.0, ,80-85,Offensive rebound by Team,,3,80,85,-5,1772.0
6:28.0,G. Mathews enters the game for B. Bogdanović,80-85, ,,3,80,85,-5,1772.0
6:28.0, ,80-86,C. White makes free throw 2 of 2,,3,80,86,-6,1772.0
6:15.0,Turnover by G. Mathews (bad pass; steal by C. White),80-86, ,,3,80,86,-6,1785.0
6:15.0, ,80-86,Personal foul by T. Young (drawn by A. Dosunmu),,3,80,86,-6,1785.0
6:15.0, ,80-86,D. Terry enters the game for C. White,,3,80,86,-6,1785.0
6:04.0, ,80-88,N. Vučević makes 2-pt hook shot from 7 ft (assist by D. DeRozan),,3,80,88,-8,1796.0
5:52.0,D. Hunter makes 2-pt jump shot from 10 ft (assist by T. Young),82-88, ,,3,82,88,-6,1808.0
5:52.0,Shooting foul by D. DeRozan (drawn by D. Hunter),82-88, ,,3,82,88,-6,1808.0
5:52.0,D. Hunter misses free throw 1 of 1,82-88, ,,3,82,88,-6,1808.0
5:49.0, ,82-88,Defensive rebound by N. Vučević,,3,82,88,-6,1811.0
5:34.0, ,82-88,D. Terry misses 2-pt layup from 1 ft,,3,82,88,-6,1826.0
5:32.0,Defensive rebound by D. Murray,82-88, ,,3,82,88,-6,1828.0
5:15.0,T. Young makes 3-pt jump shot from 28 ft,85-88, ,,3,85,88,-3,1845.0
4:59.0, ,85-91,N. Vučević makes 3-pt jump shot from 24 ft (assist by D. DeRozan),,3,85,91,-6,1861.0
4:45.0,T. Young misses 3-pt jump shot from 28 ft,85-91, ,,3,85,91,-6,1875.0
4:43.0, ,85-91,Defensive rebound by J. Green,,3,85,91,-6,1877.0
4:42.0, ,85-93,A. Dosunmu makes 2-pt dunk from 1 ft (assist by J. Green),,3,85,93,-8,1878.0
4:42.0,Atlanta full timeout,85-93, ,,3,85,93,-8,1878.0
4:42.0,W. Matthews enters the game for D. Hunter,85-93, ,,3,85,93,-8,1878.0
4:42.0, ,85-93,C. White enters the game for D. DeRozan,,3,85,93,-8,1878.0
4:18.0,W. Matthews misses 3-pt jump shot from 27 ft,85-93, ,,3,85,93,-8,1902.0
4:18.0,Offensive rebound by Team,85-93, ,,3,85,93,-8,1902.0
4:18.0,Turnover by Team (shot clock),85-93, ,,3,85,93,-8,1902.0
4:04.0, ,85-93,N. Vučević misses 2-pt hook shot from 9 ft,,3,85,93,-8,1916.0
4:02.0,Defensive rebound by D. Murray,85-93, ,,3,85,93,-8,1918.0
3:57.0,D. Murray misses 2-pt jump shot from 16 ft,85-93, ,,3,85,93,-8,1923.0
3:52.0, ,85-93,Defensive rebound by D. Terry,,3,85,93,-8,1928.0
3:45.0, ,85-95,C. White makes 2-pt layup from 1 ft,,3,85,95,-10,1935.0
3:30.0,G. Mathews misses 3-pt jump shot from 23 ft,85-95, ,,3,85,95,-10,1950.0
3:30.0,B. Bogdanović enters the game for G. Mathews,85-95, ,,3,85,95,-10,1950.0
3:30.0,D. Hunter enters the game for W. Matthews,85-95, ,,3,85,95,-10,1950.0
3:30.0, ,85-95,D. DeRozan enters the game for A. Dosunmu,,3,85,95,-10,1950.0
3:30.0, ,85-95,A. Drummond enters the game for N. Vučević,,3,85,95,-10,1950.0
3:28.0,Offensive rebound by Team,85-95, ,,3,85,95,-10,1952.0
3:28.0,Jump ball: C. Capela vs. D. Terry (D. Hunter gains possession),85-95,,,3,85,95,-10,1952.0
