Time,Boston,Score,Indiana,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
0:00.0,End of 1st quarter,24-22,,,1,24,22,2,720.0
12:00.0,Start of 2nd quarter,24-22,,,2,24,22,2,720.0
11:44.0,J. Tatum misses 2-pt jump shot from 16 ft,24-22, ,,2,24,22,2,736.0
11:39.0, ,24-22,Defensive rebound by B. Mathurin,,2,24,22,2,741.0
11:29.0, ,24-25,B. Mathurin makes 3-pt jump shot from 24 ft (assist by M. Turner),Lead change,2,24,25,-1,751.0
11:04.0,P. Pritchard misses 3-pt jump shot from 25 ft,24-25, ,,2,24,25,-1,776.0
11:01.0,Offensive rebound by L. Kornet,24-25, ,,2,24,25,-1,779.0
11:00.0,J. Holiday misses 3-pt jump shot from 25 ft,24-25, ,,2,24,25,-1,780.0
10:55.0,Offensive rebound by L. Kornet,24-25, ,,2,24,25,-1,785.0
10:55.0,J. Tatum makes 2-pt layup from 3 ft (assist by L. Kornet),26-25, ,Lead change,2,26,25,1,785.0
10:42.0, ,26-25,Turnover by B. Mathurin (lost ball; steal by J. Holiday),,2,26,25,1,798.0
10:37.0,J. Holiday makes 2-pt layup from 2 ft,28-25, ,,2,28,25,3,803.0
10:19.0, ,28-28,A. Nesmith makes 3-pt jump shot from 26 ft (assist by B. Mathurin),Tie,2,28,28,0,821.0
9:54.0,P. Pritchard misses 2-pt jump shot from 18 ft,28-28, ,,2,28,28,0,846.0
9:53.0,Offensive rebound by Team,28-28, ,,2,28,28,0,847.0
9:53.0, ,28-28,Loose ball foul by A. Nesmith (drawn by D. Banton),,2,28,28,0,847.0
9:50.0,Offensive foul by D. Banton (drawn by A. Nesmith),28-28, ,,2,28,28,0,850.0
9:50.0,Turnover by D. Banton (offensive foul),28-28, ,,2,28,28,0,850.0
9:33.0, ,28-30,B. Hield makes 2-pt layup from 3 ft (assist by B. Mathurin),Lead change,2,28,30,-2,867.0
9:20.0,Personal foul by A. Nesmith (drawn by J. Tatum),28-30, ,,2,28,30,-2,880.0
9:10.0,L. Kornet makes 2-pt dunk from 2 ft (assist by D. Banton),30-30, ,Tie,2,30,30,0,890.0
8:55.0, ,30-30,M. Turner misses 2-pt jump shot from 11 ft,,2,30,30,0,905.0
8:52.0,Defensive rebound by J. Tatum,30-30, ,,2,30,30,0,908.0
8:48.0,J. Tatum misses 3-pt jump shot from 27 ft,30-30, ,,2,30,30,0,912.0
8:44.0, ,30-30,Defensive rebound by M. Turner,,2,30,30,0,916.0
8:40.0, ,30-33,B. Hield makes 3-pt jump shot from 28 ft (assist by T. Haliburton),,2,30,33,-3,920.0
8:12.0,P. Pritchard misses 3-pt jump shot from 27 ft,30-33, ,,2,30,33,-3,948.0
8:08.0,Offensive rebound by D. Banton,30-33, ,,2,30,33,-3,952.0
8:05.0,L. Kornet makes 2-pt dunk from 2 ft (assist by P. Pritchard),32-33, ,,2,32,33,-1,955.0
7:56.0, ,32-33,T. Haliburton misses 3-pt jump shot from 28 ft,,2,32,33,-1,964.0
7:52.0,Defensive rebound by J. Tatum,32-33, ,,2,32,33,-1,968.0
7:48.0,J. Tatum misses 3-pt jump shot from 26 ft,32-33, ,,2,32,33,-1,972.0
7:43.0, ,32-33,Defensive rebound by M. Turner,,2,32,33,-1,977.0
7:39.0, ,32-35,B. Mathurin makes 2-pt layup from 3 ft (assist by B. Hield),,2,32,35,-3,981.0
7:15.0,J. Holiday makes 2-pt layup from 3 ft (assist by J. Tatum),34-35, ,,2,34,35,-1,1005.0
7:08.0, ,34-35,A. Nesmith misses 2-pt layup from 2 ft (block by L. Kornet),,2,34,35,-1,1012.0
7:06.0,Defensive rebound by D. Banton,34-35, ,,2,34,35,-1,1014.0
7:06.0,Turnover by D. Banton (out of bounds lost ball),34-35, ,,2,34,35,-1,1014.0
7:06.0,J. Brown enters the game for D. Banton,34-35, ,,2,34,35,-1,1014.0
7:06.0,S. Hauser enters the game for J. Tatum,34-35, ,,2,34,35,-1,1014.0
7:06.0, ,34-35,B. Brown enters the game for A. Nesmith,,2,34,35,-1,1014.0
7:06.0, ,34-35,O. Toppin enters the game for M. Turner,,2,34,35,-1,1014.0
7:02.0, ,34-35,B. Hield misses 2-pt layup from 3 ft (block by L. Kornet),,2,34,35,-1,1018.0
7:00.0,Defensive rebound by S. Hauser,34-35, ,,2,34,35,-1,1020.0
6:52.0,S. Hauser misses 2-pt jump shot from 3 ft (block by O. Toppin),34-35, ,,2,34,35,-1,1028.0
6:48.0, ,34-35,Defensive rebound by T. Haliburton,,2,34,35,-1,1032.0
6:44.0, ,34-35,B. Mathurin misses 2-pt layup from 2 ft (block by J. Brown),,2,34,35,-1,1036.0
6:44.0, ,34-35,Offensive rebound by T. Haliburton,,2,34,35,-1,1036.0
6:39.0, ,34-35,Turnover by B. Brown (bad pass; steal by L. Kornet),,2,34,35,-1,1041.0
6:18.0,J. Brown makes 2-pt jump shot from 6 ft (assist by J. Holiday),36-35, ,Lead change,2,36,35,1,1062.0
6:11.0, ,36-35,Shooting foul by S. Hauser (drawn by O. Toppin),,2,36,35,1,1069.0
6:11.0, ,36-35,Indiana full timeout,,2,36,35,1,1069.0
6:11.0,A. Horford enters the game for L. Kornet,36-35, ,,2,36,35,1,1069.0
6:11.0,D. White enters the game for P. Pritchard,36-35, ,,2,36,35,1,1069.0
6:11.0, ,36-36,O. Toppin makes free throw 1 of 2,Tie,2,36,36,0,1069.0
6:11.0, ,36-37,O. Toppin makes free throw 2 of 2,Lead change,2,36,37,-1,1069.0
5:59.0,S. Hauser makes 3-pt jump shot from 23 ft (assist by J. Holiday),39-37, ,Lead change,2,39,37,2,1081.0
5:45.0, ,39-37,O. Toppin misses 2-pt dunk from 2 ft,,2,39,37,2,1095.0
5:42.0, ,39-37,Offensive rebound by T. Haliburton,,2,39,37,2,1098.0
5:42.0, ,39-39,T. Haliburton makes 2-pt layup at rim,Tie,2,39,39,0,1098.0
5:27.0,J. Holiday misses 2-pt jump shot from 5 ft,39-39, ,,2,39,39,0,1113.0
5:27.0,Offensive rebound by Team,39-39, ,,2,39,39,0,1113.0
5:27.0,J. Tatum enters the game for J. Holiday,39-39, ,,2,39,39,0,1113.0
5:27.0, ,39-39,A. Nembhard enters the game for B. Hield,,2,39,39,0,1113.0
5:24.0,Turnover by A. Horford (lost ball; steal by B. Brown),39-39, ,,2,39,39,0,1116.0
5:21.0, ,39-39,Shooting foul by J. Brown (drawn by A. Nembhard),,2,39,39,0,1119.0
5:21.0, ,39-40,A. Nembhard makes free throw 1 of 2,Lead change,2,39,40,-1,1119.0
5:21.0,P. Pritchard enters the game for J. Brown,39-40, ,,2,39,40,-1,1119.0
5:21.0, ,39-40,A. Nembhard misses free throw 2 of 2,,2,39,40,-1,1119.0
5:19.0,Defensive rebound by S. Hauser,39-40, ,,2,39,40,-1,1121.0
5:05.0,Personal foul by A. Nembhard (drawn by D. White),39-40, ,,2,39,40,-1,1135.0
4:55.0,D. White misses 3-pt jump shot from 25 ft,39-40, ,,2,39,40,-1,1145.0
4:50.0, ,39-40,Defensive rebound by A. Nembhard,,2,39,40,-1,1150.0
4:43.0, ,39-40,A. Nembhard misses 2-pt jump shot from 20 ft,,2,39,40,-1,1157.0
4:41.0,Defensive rebound by P. Pritchard,39-40, ,,2,39,40,-1,1159.0
4:23.0,D. White makes 2-pt layup from 3 ft (assist by J. Tatum),41-40, ,Lead change,2,41,40,1,1177.0
4:09.0, ,41-43,O. Toppin makes 3-pt jump shot from 28 ft (assist by A. Nembhard),Lead change,2,41,43,-2,1191.0
3:52.0,D. White misses 3-pt jump shot from 25 ft,41-43, ,,2,41,43,-2,1208.0
3:50.0,Offensive rebound by Team,41-43, ,,2,41,43,-2,1210.0
3:50.0, ,41-43,Loose ball foul by B. Mathurin (drawn by A. Horford),,2,41,43,-2,1210.0
3:42.0,J. Tatum makes 2-pt layup from 2 ft,43-43, ,Tie,2,43,43,0,1218.0
3:29.0, ,43-46,T. Haliburton makes 3-pt jump shot from 31 ft,,2,43,46,-3,1231.0
3:12.0,D. White makes 2-pt layup from 3 ft,45-46, ,,2,45,46,-1,1248.0
3:04.0, ,45-46,B. Mathurin misses 3-pt jump shot from 26 ft,,2,45,46,-1,1256.0
3:00.0,Defensive rebound by P. Pritchard,45-46, ,,2,45,46,-1,1260.0
2:49.0,J. Tatum misses 3-pt jump shot from 28 ft,45-46, ,,2,45,46,-1,1271.0
2:46.0, ,45-46,Defensive rebound by T. Haliburton,,2,45,46,-1,1274.0
2:38.0, ,45-46,T. Haliburton misses 2-pt layup from 5 ft (block by A. Horford),,2,45,46,-1,1282.0
2:35.0,Defensive rebound by J. Tatum,45-46, ,,2,45,46,-1,1285.0
2:30.0,D. White makes 2-pt layup from 2 ft (assist by J. Tatum),47-46, ,Lead change,2,47,46,1,1290.0
2:13.0, ,47-46,T. Haliburton misses 3-pt jump shot from 28 ft,,2,47,46,1,1307.0
2:10.0,Defensive rebound by P. Pritchard,47-46, ,,2,47,46,1,1310.0
2:04.0,Boston full timeout,47-46, ,,2,47,46,1,1316.0
2:04.0,J. Holiday enters the game for P. Pritchard,47-46, ,,2,47,46,1,1316.0
2:04.0, ,47-46,A. Nesmith enters the game for B. Mathurin,,2,47,46,1,1316.0
1:50.0,D. White makes 3-pt jump shot from 26 ft (assist by S. Hauser),50-46, ,,2,50,46,4,1330.0
1:29.0, ,50-46,T. Haliburton misses 2-pt jump shot from 9 ft,,2,50,46,4,1351.0
1:27.0,Defensive rebound by J. Holiday,50-46, ,,2,50,46,4,1353.0
1:07.0,J. Tatum makes 2-pt dunk from 1 ft,52-46, ,,2,52,46,6,1373.0
1:00.0, ,52-46,A. Nembhard misses 2-pt jump shot from 10 ft,,2,52,46,6,1380.0
0:58.0,Defensive rebound by J. Tatum,52-46, ,,2,52,46,6,1382.0
0:40.0,J. Tatum makes 3-pt jump shot from 33 ft,55-46, ,,2,55,46,9,1400.0
0:32.0, ,55-46,Shooting foul by J. Tatum (drawn by B. Brown),,2,55,46,9,1408.0
0:32.0, ,55-47,B. Brown makes free throw 1 of 2,,2,55,47,8,1408.0
0:32.0, ,55-47,B. Hield enters the game for A. Nembhard,,2,55,47,8,1408.0
0:32.0, ,55-47,M. Turner enters the game for A. Nesmith,,2,55,47,8,1408.0
0:32.0, ,55-48,B. Brown makes free throw 2 of 2,,2,55,48,7,1408.0
0:14.0,J. Tatum misses 3-pt jump shot from 31 ft,55-48, ,,2,55,48,7,1426.0
0:11.0, ,55-48,Defensive rebound by M. Turner,,2,55,48,7,1429.0
0:04.0, ,55-48,Offensive foul by B. Brown (drawn by J. Holiday),,2,55,48,7,1436.0
0:04.0, ,55-48,Turnover by B. Brown (offensive foul),,2,55,48,7,1436.0
0:00.0,A. Horford misses 3-pt jump shot from 23 ft,55-48, ,,2,55,48,7,1440.0
0:00.0,Offensive rebound by Team,55-48, ,,2,55,48,7,1440.0
0:00.0,End of 2nd quarter,55-48,,,2,55,48,7,1440.0
12:00.0,Start of 3rd quarter,55-48,,,3,55,48,7,1440.0
11:46.0,A. Horford misses 2-pt layup from 2 ft,55-48, ,,3,55,48,7,1454.0
11:43.0, ,55-48,Defensive rebound by B. Brown,,3,55,48,7,1457.0
11:38.0, ,55-50,M. Turner makes 2-pt layup from 2 ft (assist by T. Haliburton),,3,55,50,5,1462.0
11:22.0,Turnover by D. White (bad pass; steal by T. Haliburton),55-50, ,,3,55,50,5,1478.0
11:17.0, ,55-50,O. Toppin misses 3-pt jump shot from 26 ft,,3,55,50,5,1483.0
11:13.0, ,55-50,Offensive rebound by B. Hield,,3,55,50,5,1487.0
11:13.0, ,55-50,B. Hield misses 2-pt layup at rim,,3,55,50,5,1487.0
11:12.0,Defensive rebound by J. Brown,55-50, ,,3,55,50,5,1488.0
10:58.0,J. Brown makes 2-pt layup from 3 ft (assist by J. Tatum),57-50, ,,3,57,50,7,1502.0
10:41.0, ,57-53,T. Haliburton makes 3-pt jump shot from 29 ft,,3,57,53,4,1519.0
10:29.0,J. Brown makes 2-pt jump shot from 12 ft,59-53, ,,3,59,53,6,1531.0
10:29.0,Shooting foul by O. Toppin (drawn by J. Brown),59-53, ,,3,59,53,6,1531.0
10:29.0,J. Brown misses free throw 1 of 1,59-53, ,,3,59,53,6,1531.0
10:28.0, ,59-53,Defensive rebound by T. Haliburton,,3,59,53,6,1532.0
10:20.0, ,59-55,T. Haliburton makes 2-pt layup from 2 ft,,3,59,55,4,1540.0
10:07.0,J. Tatum makes 2-pt layup from 3 ft,61-55, ,,3,61,55,6,1553.0
9:45.0, ,61-55,B. Brown misses 2-pt jump shot from 13 ft,,3,61,55,6,1575.0
9:42.0,Defensive rebound by J. Brown,61-55, ,,3,61,55,6,1578.0
9:29.0,J. Tatum misses 3-pt jump shot from 22 ft,61-55, ,,3,61,55,6,1591.0
9:24.0, ,61-55,Defensive rebound by M. Turner,,3,61,55,6,1596.0
9:11.0, ,61-55,B. Brown misses 2-pt layup from 3 ft,,3,61,55,6,1609.0
9:09.0,Defensive rebound by J. Tatum,61-55, ,,3,61,55,6,1611.0
9:02.0,J. Brown misses 3-pt jump shot from 25 ft,61-55, ,,3,61,55,6,1618.0
8:59.0, ,61-55,Defensive rebound by T. Haliburton,,3,61,55,6,1621.0
8:50.0, ,61-57,O. Toppin makes 2-pt layup from 3 ft (assist by T. Haliburton),,3,61,57,4,1630.0
8:40.0,J. Brown makes 2-pt layup from 4 ft (assist by J. Holiday),63-57, ,,3,63,57,6,1640.0
8:28.0, ,63-60,T. Haliburton makes 3-pt jump shot from 27 ft,,3,63,60,3,1652.0
8:05.0,Turnover by D. White (bad pass),63-60, ,,3,63,60,3,1675.0
7:53.0, ,63-62,M. Turner makes 2-pt layup from 4 ft (assist by T. Haliburton),,3,63,62,1,1687.0
7:51.0,Boston full timeout,63-62, ,,3,63,62,1,1689.0
7:33.0,J. Brown misses 2-pt layup from 5 ft (block by O. Toppin),63-62, ,,3,63,62,1,1707.0
7:30.0, ,63-62,Defensive rebound by B. Brown,,3,63,62,1,1710.0
7:21.0, ,63-62,B. Hield misses 3-pt jump shot from 27 ft,,3,63,62,1,1719.0
7:19.0,Defensive rebound by Team,63-62, ,,3,63,62,1,1721.0
7:05.0,J. Tatum makes 3-pt jump shot from 27 ft (assist by A. Horford),66-62, ,,3,66,62,4,1735.0
6:53.0, ,66-65,O. Toppin makes 3-pt jump shot from 28 ft (assist by T. Haliburton),,3,66,65,1,1747.0
6:36.0,D. White makes 3-pt jump shot from 26 ft (assist by A. Horford),69-65, ,,3,69,65,4,1764.0
6:18.0, ,69-65,O. Toppin misses 3-pt jump shot from 23 ft,,3,69,65,4,1782.0
6:15.0,Defensive rebound by J. Brown,69-65, ,,3,69,65,4,1785.0
6:07.0,D. White misses 3-pt jump shot from 27 ft,69-65, ,,3,69,65,4,1793.0
6:07.0, ,69-65,Defensive rebound by M. Turner,,3,69,65,4,1793.0
5:55.0, ,69-68,M. Turner makes 3-pt jump shot from 26 ft (assist by T. Haliburton),,3,69,68,1,1805.0
5:41.0,J. Tatum makes 2-pt layup from 5 ft,71-68, ,,3,71,68,3,1819.0
5:41.0,Shooting foul by B. Brown (drawn by J. Tatum),71-68, ,,3,71,68,3,1819.0
5:41.0,D. Banton enters the game for J. Holiday,71-68, ,,3,71,68,3,1819.0
5:41.0, ,71-68,A. Nesmith enters the game for O. Toppin,,3,71,68,3,1819.0
5:41.0,J. Tatum misses free throw 1 of 1,71-68, ,,3,71,68,3,1819.0
5:39.0, ,71-68,Defensive rebound by B. Brown,,3,71,68,3,1821.0
5:30.0, ,71-70,B. Brown makes 2-pt layup from 3 ft,,3,71,70,1,1830.0
5:30.0, ,71-70,Shooting foul by D. White (drawn by B. Brown),,3,71,70,1,1830.0
5:30.0, ,71-71,B. Brown makes free throw 1 of 1,Tie,3,71,71,0,1830.0
5:14.0,J. Brown misses 2-pt jump shot from 16 ft,71-71, ,,3,71,71,0,1846.0
5:12.0, ,71-71,Defensive rebound by M. Turner,,3,71,71,0,1848.0
5:00.0, ,71-71,T. Haliburton misses 3-pt jump shot from 27 ft (block by D. White),,3,71,71,0,1860.0
4:57.0, ,71-71,Offensive rebound by T. Haliburton,,3,71,71,0,1863.0
4:55.0, ,71-73,T. Haliburton makes 2-pt jump shot from 3 ft,Lead change,3,71,73,-2,1865.0
4:44.0,Personal foul by B. Brown (drawn by J. Brown),71-73, ,,3,71,73,-2,1876.0
4:44.0,S. Hauser enters the game for A. Horford,71-73, ,,3,71,73,-2,1876.0
4:44.0,L. Kornet enters the game for J. Tatum,71-73, ,,3,71,73,-2,1876.0
4:44.0, ,71-73,B. Mathurin enters the game for B. Brown,,3,71,73,-2,1876.0
4:42.0,J. Brown misses 2-pt jump shot from 11 ft,71-73, ,,3,71,73,-2,1878.0
4:40.0, ,71-73,Defensive rebound by B. Mathurin,,3,71,73,-2,1880.0
4:32.0, ,71-75,T. Haliburton makes 2-pt layup from 4 ft (assist by B. Hield),,3,71,75,-4,1888.0
