Time,Boston,Score,Brooklyn,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
4:48.0, ,19-17,D. Schröder makes 3-pt jump shot from 26 ft (assist by L. Walker),,1,19,17,2,432.0
4:29.0,J. Holiday makes 2-pt layup from 6 ft (assist by J. Tatum),21-17, ,,1,21,17,4,451.0
4:13.0, ,21-17,M. Bridges misses 3-pt jump shot from 24 ft,,1,21,17,4,467.0
4:11.0,Defensive rebound by J. Holiday,21-17, ,,1,21,17,4,469.0
4:01.0,J. Holiday misses 2-pt jump shot from 17 ft,21-17, ,,1,21,17,4,479.0
3:58.0, ,21-17,Defensive rebound by L. Walker,,1,21,17,4,482.0
3:50.0, ,21-20,L. Walker makes 3-pt jump shot from 27 ft (assist by D. Smith),,1,21,20,1,490.0
3:29.0,A. Horford makes 2-pt hook shot from 6 ft (assist by J. Holiday),23-20, ,,1,23,20,3,511.0
3:11.0, ,23-23,L. Walker makes 3-pt jump shot from 26 ft,Tie,1,23,23,0,529.0
2:50.0,S. Hauser makes 3-pt jump shot from 25 ft (assist by A. Horford),26-23, ,,1,26,23,3,550.0
2:29.0, ,26-23,Turnover by D. Smith (out of bounds lost ball),,1,26,23,3,571.0
2:29.0,Boston full timeout,26-23, ,,1,26,23,3,571.0
2:29.0,P. Pritchard enters the game for J. Holiday,26-23, ,,1,26,23,3,571.0
2:29.0,D. White enters the game for A. Horford,26-23, ,,1,26,23,3,571.0
2:29.0, ,26-23,D. Sharpe enters the game for M. Bridges,,1,26,23,3,571.0
2:29.0, ,26-23,J. Wilson enters the game for D. Finney-Smith,,1,26,23,3,571.0
2:07.0,J. Tatum misses 2-pt jump shot from 13 ft,26-23, ,,1,26,23,3,593.0
2:04.0,Offensive rebound by S. Hauser,26-23, ,,1,26,23,3,596.0
2:00.0,P. Pritchard misses 3-pt jump shot from 24 ft,26-23, ,,1,26,23,3,600.0
1:56.0, ,26-23,Defensive rebound by J. Wilson,,1,26,23,3,604.0
1:49.0, ,26-25,L. Walker makes 2-pt jump shot from 5 ft (assist by D. Smith),,1,26,25,1,611.0
1:37.0,J. Tatum makes 3-pt jump shot from 25 ft,29-25, ,,1,29,25,4,623.0
1:11.0, ,29-25,D. Smith misses 3-pt jump shot from 23 ft,,1,29,25,4,649.0
1:11.0,Defensive rebound by L. Kornet,29-25, ,,1,29,25,4,649.0
0:58.0,J. Tatum makes 3-pt jump shot from 24 ft,32-25, ,,1,32,25,7,662.0
0:44.0, ,32-27,L. Walker makes 2-pt jump shot from 4 ft,,1,32,27,5,676.0
0:32.0,J. Tatum makes 3-pt jump shot from 24 ft (assist by P. Pritchard),35-27, ,,1,35,27,8,688.0
0:32.0,Shooting foul by D. Schröder (drawn by J. Tatum),35-27, ,,1,35,27,8,688.0
0:32.0,J. Tatum makes free throw 1 of 1,36-27, ,,1,36,27,9,688.0
0:12.0, ,36-29,D. Sharpe makes 2-pt layup from 2 ft (assist by J. Wilson),,1,36,29,7,708.0
0:12.0, ,36-29,Shooting foul by L. Kornet (drawn by D. Sharpe),,1,36,29,7,708.0
0:12.0, ,36-29,N. Claxton enters the game for J. Wilson,,1,36,29,7,708.0
0:12.0, ,36-30,D. Sharpe makes free throw 1 of 1,,1,36,30,6,708.0
0:00.0,J. Tatum misses 2-pt jump shot from 19 ft,36-30, ,,1,36,30,6,720.0
0:00.0,Offensive rebound by Team,36-30, ,,1,36,30,6,720.0
0:00.0,End of 1st quarter,36-30,,,1,36,30,6,720.0
12:00.0,Start of 2nd quarter,36-30,,,2,36,30,6,720.0
11:41.0,P. Pritchard misses 3-pt jump shot from 24 ft,36-30, ,,2,36,30,6,739.0
11:39.0,Offensive rebound by Team,36-30, ,,2,36,30,6,741.0
11:39.0, ,36-30,Loose ball foul by D. Sharpe (drawn by L. Kornet),,2,36,30,6,741.0
11:31.0,D. White misses 2-pt jump shot from 16 ft,36-30, ,,2,36,30,6,749.0
11:28.0, ,36-30,Defensive rebound by D. Smith,,2,36,30,6,752.0
11:24.0, ,36-33,M. Bridges makes 3-pt jump shot from 26 ft (assist by L. Walker),,2,36,33,3,756.0
11:02.0,Turnover by J. Brown (bad pass; steal by L. Walker),36-33, ,,2,36,33,3,778.0
10:56.0, ,36-33,M. Bridges misses 2-pt layup from 2 ft,,2,36,33,3,784.0
10:53.0, ,36-33,Offensive rebound by D. Sharpe,,2,36,33,3,787.0
10:53.0, ,36-33,D. Sharpe misses 2-pt layup at rim,,2,36,33,3,787.0
